"","Product","Month","value"
"731","Skimmed Milk Powder","1995M03",8.6
"732","Butter and butteroil","1995M03",NA
"733","Cheese","1995M04",8.8
"734","Butter","1995M04",14.5
"735","Skimmed Milk Powder","1995M04",12.3
"736","Butter and butteroil","1995M04",NA
"737","Cheese","1995M05",13.5
"738","Butter","1995M05",20.8
"739","Skimmed Milk Powder","1995M05",20.6
"740","Butter and butteroil","1995M05",NA
"741","Cheese","1995M06",12.8
"742","Butter","1995M06",20
"743","Skimmed Milk Powder","1995M06",18.2
"744","Butter and butteroil","1995M06",NA
"745","Cheese","1995M07",10.9
"746","Butter","1995M07",17
"747","Skimmed Milk Powder","1995M07",14.7
"748","Butter and butteroil","1995M07",NA
"749","Cheese","1995M08",8.3
"750","Butter","1995M08",17.3
"751","Skimmed Milk Powder","1995M08",12.7
"752","Butter and butteroil","1995M08",NA
"753","Cheese","1995M09",7.6
"754","Butter","1995M09",11.5
"755","Skimmed Milk Powder","1995M09",6
"756","Butter and butteroil","1995M09",NA
"757","Cheese","1995M10",5.1
"758","Butter","1995M10",11.9
"759","Skimmed Milk Powder","1995M10",5.2
"760","Butter and butteroil","1995M10",NA
"761","Cheese","1995M11",2.3
"762","Butter","1995M11",7.7
"763","Skimmed Milk Powder","1995M11",3.6
"764","Butter and butteroil","1995M11",NA
"765","Cheese","1995M12",1.1
"766","Butter","1995M12",4
"767","Skimmed Milk Powder","1995M12",3.9
"768","Butter and butteroil","1995M12",NA
"769","Cheese","1996M01",1.4
"770","Butter","1996M01",3.6
"771","Skimmed Milk Powder","1996M01",3.7
"772","Butter and butteroil","1996M01",NA
"773","Cheese","1996M02",2.6
"774","Butter","1996M02",5.4
"775","Skimmed Milk Powder","1996M02",5.5
"776","Butter and butteroil","1996M02",NA
"777","Cheese","1996M03",5.4
"778","Butter","1996M03",9.9
"779","Skimmed Milk Powder","1996M03",5.6
"780","Butter and butteroil","1996M03",NA
"781","Cheese","1996M04",11.5
"782","Butter","1996M04",16.6
"783","Skimmed Milk Powder","1996M04",13.5
"784","Butter and butteroil","1996M04",NA
"785","Cheese","1996M05",13.5
"786","Butter","1996M05",21.2
"787","Skimmed Milk Powder","1996M05",20.2
"788","Butter and butteroil","1996M05",NA
"789","Cheese","1996M06",14.7
"790","Butter","1996M06",18.7
"791","Skimmed Milk Powder","1996M06",17.3
"792","Butter and butteroil","1996M06",NA
"793","Cheese","1996M07",13.2
"794","Butter","1996M07",19.7
"795","Skimmed Milk Powder","1996M07",18.8
"796","Butter and butteroil","1996M07",NA
"797","Cheese","1996M08",9.7
"798","Butter","1996M08",17.4
"799","Skimmed Milk Powder","1996M08",17.5
"800","Butter and butteroil","1996M08",NA
"801","Cheese","1996M09",9.8
"802","Butter","1996M09",12.7
"803","Skimmed Milk Powder","1996M09",8.1
"804","Butter and butteroil","1996M09",NA
"805","Cheese","1996M10",9
"806","Butter","1996M10",9.7
"807","Skimmed Milk Powder","1996M10",4.5
"808","Butter and butteroil","1996M10",NA
"809","Cheese","1996M11",3.5
"810","Butter","1996M11",4.4
"811","Skimmed Milk Powder","1996M11",2.3
"812","Butter and butteroil","1996M11",NA
"813","Cheese","1996M12",2.7
"814","Butter","1996M12",2.4
"815","Skimmed Milk Powder","1996M12",1.7
"816","Butter and butteroil","1996M12",NA
"817","Cheese","1997M01",2.3
"818","Butter","1997M01",2
"819","Skimmed Milk Powder","1997M01",1.5
"820","Butter and butteroil","1997M01",NA
"821","Cheese","1997M02",4.3
"822","Butter","1997M02",3.5
"823","Skimmed Milk Powder","1997M02",3.9
"824","Butter and butteroil","1997M02",NA
"825","Cheese","1997M03",5.7
"826","Butter","1997M03",9.3
"827","Skimmed Milk Powder","1997M03",4.7
"828","Butter and butteroil","1997M03",NA
"829","Cheese","1997M04",11.2
"830","Butter","1997M04",16.8
"831","Skimmed Milk Powder","1997M04",13.9
"832","Butter and butteroil","1997M04",NA
"833","Cheese","1997M05",13.9
"834","Butter","1997M05",20.1
"835","Skimmed Milk Powder","1997M05",16.5
"836","Butter and butteroil","1997M05",NA
"837","Cheese","1997M06",13.3
"838","Butter","1997M06",19
"839","Skimmed Milk Powder","1997M06",17.5
"840","Butter and butteroil","1997M06",NA
"841","Cheese","1997M07",12.4
"842","Butter","1997M07",18.9
"843","Skimmed Milk Powder","1997M07",14.7
"844","Butter and butteroil","1997M07",NA
"845","Cheese","1997M08",9.5
"846","Butter","1997M08",15.9
"847","Skimmed Milk Powder","1997M08",11.1
"848","Butter and butteroil","1997M08",NA
"849","Cheese","1997M09",9.2
"850","Butter","1997M09",13.9
"851","Skimmed Milk Powder","1997M09",7.2
"852","Butter and butteroil","1997M09",NA
"853","Cheese","1997M10",7.4
"854","Butter","1997M10",11.1
"855","Skimmed Milk Powder","1997M10",4.5
"856","Butter and butteroil","1997M10",NA
"857","Cheese","1997M11",4.3
"858","Butter","1997M11",5.2
"859","Skimmed Milk Powder","1997M11",3.2
"860","Butter and butteroil","1997M11",NA
"861","Cheese","1997M12",3.2
"862","Butter","1997M12",3
"863","Skimmed Milk Powder","1997M12",2.8
"864","Butter and butteroil","1997M12",NA
"865","Cheese","1998M01",1
"866","Butter","1998M01",2.5
"867","Skimmed Milk Powder","1998M01",1.8
"868","Butter and butteroil","1998M01",NA
"869","Cheese","1998M02",2.6
"870","Butter","1998M02",3.7
"871","Skimmed Milk Powder","1998M02",2.1
"872","Butter and butteroil","1998M02",NA
"873","Cheese","1998M03",8.7
"874","Butter","1998M03",8.7
"875","Skimmed Milk Powder","1998M03",4.5
"876","Butter and butteroil","1998M03",NA
"877","Cheese","1998M04",10.6
"878","Butter","1998M04",14.7
"879","Skimmed Milk Powder","1998M04",9.1
"880","Butter and butteroil","1998M04",NA
"881","Cheese","1998M05",12.6
"882","Butter","1998M05",16.3
"883","Skimmed Milk Powder","1998M05",15.4
"884","Butter and butteroil","1998M05",NA
"885","Cheese","1998M06",13.6
"886","Butter","1998M06",18.4
"887","Skimmed Milk Powder","1998M06",13.5
"888","Butter and butteroil","1998M06",NA
"889","Cheese","1998M07",10.5
"890","Butter","1998M07",18
"891","Skimmed Milk Powder","1998M07",13.6
"892","Butter and butteroil","1998M07",NA
"893","Cheese","1998M08",10.1
"894","Butter","1998M08",16.2
"895","Skimmed Milk Powder","1998M08",12.5
"896","Butter and butteroil","1998M08",NA
"897","Cheese","1998M09",11.8
"898","Butter","1998M09",13.7
"899","Skimmed Milk Powder","1998M09",8.2
"900","Butter and butteroil","1998M09",NA
"901","Cheese","1998M10",8.3
"902","Butter","1998M10",10.4
"903","Skimmed Milk Powder","1998M10",4.8
"904","Butter and butteroil","1998M10",NA
"905","Cheese","1998M11",3.6
"906","Butter","1998M11",4.8
"907","Skimmed Milk Powder","1998M11",1.8
"908","Butter and butteroil","1998M11",NA
"909","Cheese","1998M12",1.2
"910","Butter","1998M12",3.8
"911","Skimmed Milk Powder","1998M12",3.6
"912","Butter and butteroil","1998M12",NA
"913","Cheese","1999M01",1
"914","Butter","1999M01",2.5
"915","Skimmed Milk Powder","1999M01",2
"916","Butter and butteroil","1999M01",NA
"917","Cheese","1999M02",2.2
"918","Butter","1999M02",3.6
"919","Skimmed Milk Powder","1999M02",3
"920","Butter and butteroil","1999M02",NA
"921","Cheese","1999M03",9.4
"922","Butter","1999M03",10.7
"923","Skimmed Milk Powder","1999M03",7
"924","Butter and butteroil","1999M03",NA
"925","Cheese","1999M04",13.8
"926","Butter","1999M04",15.1
"927","Skimmed Milk Powder","1999M04",10.2
"928","Butter and butteroil","1999M04",NA
"929","Cheese","1999M05",15
"930","Butter","1999M05",18.4
"931","Skimmed Milk Powder","1999M05",12.2
"932","Butter and butteroil","1999M05",NA
"933","Cheese","1999M06",15.7
"934","Butter","1999M06",17.8
"935","Skimmed Milk Powder","1999M06",11.2
"936","Butter and butteroil","1999M06",NA
"937","Cheese","1999M07",12.3
"938","Butter","1999M07",17.4
"939","Skimmed Milk Powder","1999M07",11.4
"940","Butter and butteroil","1999M07",NA
"941","Cheese","1999M08",10.9
"942","Butter","1999M08",15.5
"943","Skimmed Milk Powder","1999M08",11.1
"944","Butter and butteroil","1999M08",NA
"945","Cheese","1999M09",10.5
"946","Butter","1999M09",13
"947","Skimmed Milk Powder","1999M09",6.5
"948","Butter and butteroil","1999M09",NA
"949","Cheese","1999M10",6.1
"950","Butter","1999M10",10.3
"951","Skimmed Milk Powder","1999M10",3.5
"952","Butter and butteroil","1999M10",NA
"953","Cheese","1999M11",2.9
"954","Butter","1999M11",7.1
"955","Skimmed Milk Powder","1999M11",3.1
"956","Butter and butteroil","1999M11",NA
"957","Cheese","1999M12",2
"958","Butter","1999M12",3.8
"959","Skimmed Milk Powder","1999M12",3.1
"960","Butter and butteroil","1999M12",NA
"961","Cheese","2000M01",0.9
"962","Butter","2000M01",3.4
"963","Skimmed Milk Powder","2000M01",4
"964","Butter and butteroil","2000M01",NA
"965","Cheese","2000M02",2
"966","Butter","2000M02",5.2
"967","Skimmed Milk Powder","2000M02",2.7
"968","Butter and butteroil","2000M02",NA
"969","Cheese","2000M03",7.7
"970","Butter","2000M03",10.3
"971","Skimmed Milk Powder","2000M03",3.6
"972","Butter and butteroil","2000M03",NA
"973","Cheese","2000M04",12.6
"974","Butter","2000M04",15.1
"975","Skimmed Milk Powder","2000M04",10.5
"976","Butter and butteroil","2000M04",NA
"977","Cheese","2000M05",13.7
"978","Butter","2000M05",19.2
"979","Skimmed Milk Powder","2000M05",14.2
"980","Butter and butteroil","2000M05",NA
"981","Cheese","2000M06",17.1
"982","Butter","2000M06",18.3
"983","Skimmed Milk Powder","2000M06",12.2
"984","Butter and butteroil","2000M06",NA
"985","Cheese","2000M07",13.9
"986","Butter","2000M07",16.7
"987","Skimmed Milk Powder","2000M07",9.4
"988","Butter and butteroil","2000M07",NA
"989","Cheese","2000M08",11.1
"990","Butter","2000M08",15.5
"991","Skimmed Milk Powder","2000M08",8.2
"992","Butter and butteroil","2000M08",NA
"993","Cheese","2000M09",10.5
"994","Butter","2000M09",12.9
"995","Skimmed Milk Powder","2000M09",5.7
"996","Butter and butteroil","2000M09",NA
"997","Cheese","2000M10",5.3
"998","Butter","2000M10",11.1
"999","Skimmed Milk Powder","2000M10",4.1
"1000","Butter and butteroil","2000M10",NA
"1001","Cheese","2000M11",2.4
"1002","Butter","2000M11",4.7
"1003","Skimmed Milk Powder","2000M11",2.1
"1004","Butter and butteroil","2000M11",NA
"1005","Cheese","2000M12",1.3
"1006","Butter","2000M12",3.1
"1007","Skimmed Milk Powder","2000M12",2.4
"1008","Butter and butteroil","2000M12",NA
"1009","Cheese","2001M01",0.9
"1010","Butter","2001M01",2.9
"1011","Skimmed Milk Powder","2001M01",1.8
"1012","Butter and butteroil","2001M01",NA
"1013","Cheese","2001M02",2.5
"1014","Butter","2001M02",4
"1015","Skimmed Milk Powder","2001M02",2.2
"1016","Butter and butteroil","2001M02",NA
"1017","Cheese","2001M03",8.7
"1018","Butter","2001M03",8.1
"1019","Skimmed Milk Powder","2001M03",5
"1020","Butter and butteroil","2001M03",NA
"1021","Cheese","2001M04",12.8
"1022","Butter","2001M04",12.6
"1023","Skimmed Milk Powder","2001M04",8.3
"1024","Butter and butteroil","2001M04",NA
"1025","Cheese","2001M05",16.4
"1026","Butter","2001M05",17.3
"1027","Skimmed Milk Powder","2001M05",13.5
"1028","Butter and butteroil","2001M05",NA
"1029","Cheese","2001M06",19.6
"1030","Butter","2001M06",16.5
"1031","Skimmed Milk Powder","2001M06",11.3
"1032","Butter and butteroil","2001M06",NA
"1033","Cheese","2001M07",16.2
"1034","Butter","2001M07",17.3
"1035","Skimmed Milk Powder","2001M07",13
"1036","Butter and butteroil","2001M07",NA
"1037","Cheese","2001M08",13.9
"1038","Butter","2001M08",16.6
"1039","Skimmed Milk Powder","2001M08",12.1
"1040","Butter and butteroil","2001M08",NA
"1041","Cheese","2001M09",15.3
"1042","Butter","2001M09",12.1
"1043","Skimmed Milk Powder","2001M09",6.4
"1044","Butter and butteroil","2001M09",NA
"1045","Cheese","2001M10",9.4
"1046","Butter","2001M10",11.9
"1047","Skimmed Milk Powder","2001M10",6.2
"1048","Butter and butteroil","2001M10",NA
"1049","Cheese","2001M11",4.9
"1050","Butter","2001M11",7.1
"1051","Skimmed Milk Powder","2001M11",3.3
"1052","Butter and butteroil","2001M11",NA
"1053","Cheese","2001M12",2.3
"1054","Butter","2001M12",3
"1055","Skimmed Milk Powder","2001M12",3.2
"1056","Butter and butteroil","2001M12",NA
"1057","Cheese","2002M01",1.2
"1058","Butter","2002M01",2.3
"1059","Skimmed Milk Powder","2002M01",3.1
"1060","Butter and butteroil","2002M01",NA
"1061","Cheese","2002M02",1.7
"1062","Butter","2002M02",3.8
"1063","Skimmed Milk Powder","2002M02",2.9
"1064","Butter and butteroil","2002M02",NA
"1065","Cheese","2002M03",5.2
"1066","Butter","2002M03",9.8
"1067","Skimmed Milk Powder","2002M03",5.3
"1068","Butter and butteroil","2002M03",NA
"1069","Cheese","2002M04",13.7
"1070","Butter","2002M04",16.6
"1071","Skimmed Milk Powder","2002M04",8.9
"1072","Butter and butteroil","2002M04",NA
"1073","Cheese","2002M05",14.8
"1074","Butter","2002M05",20.1
"1075","Skimmed Milk Powder","2002M05",11.8
"1076","Butter and butteroil","2002M05",NA
"1077","Cheese","2002M06",19.1
"1078","Butter","2002M06",18.2
"1079","Skimmed Milk Powder","2002M06",12.7
"1080","Butter and butteroil","2002M06",NA
"1081","Cheese","2002M07",16.2
"1082","Butter","2002M07",17.1
"1083","Skimmed Milk Powder","2002M07",14.8
"1084","Butter and butteroil","2002M07",NA
"1085","Cheese","2002M08",14.9
"1086","Butter","2002M08",14.6
"1087","Skimmed Milk Powder","2002M08",15.4
"1088","Butter and butteroil","2002M08",NA
"1089","Cheese","2002M09",13.9
"1090","Butter","2002M09",12.2
"1091","Skimmed Milk Powder","2002M09",13.4
"1092","Butter and butteroil","2002M09",NA
"1093","Cheese","2002M10",8.3
"1094","Butter","2002M10",11.5
"1095","Skimmed Milk Powder","2002M10",5
"1096","Butter and butteroil","2002M10",NA
"1097","Cheese","2002M11",4.2
"1098","Butter","2002M11",5.9
"1099","Skimmed Milk Powder","2002M11",1.4
"1100","Butter and butteroil","2002M11",NA
"1101","Cheese","2002M12",2.6
"1102","Butter","2002M12",3.3
"1103","Skimmed Milk Powder","2002M12",2.6
"1104","Butter and butteroil","2002M12",NA
"1105","Cheese","2003M01",1.6
"1106","Butter","2003M01",2.7
"1107","Skimmed Milk Powder","2003M01",1.4
"1108","Butter and butteroil","2003M01",NA
"1109","Cheese","2003M02",2.6
"1110","Butter","2003M02",4.5
"1111","Skimmed Milk Powder","2003M02",2.4
"1112","Butter and butteroil","2003M02",NA
"1113","Cheese","2003M03",8.5
"1114","Butter","2003M03",11.1
"1115","Skimmed Milk Powder","2003M03",7.1
"1116","Butter and butteroil","2003M03",NA
"1117","Cheese","2003M04",11.8
"1118","Butter","2003M04",15
"1119","Skimmed Milk Powder","2003M04",9.8
"1120","Butter and butteroil","2003M04",NA
"1121","Cheese","2003M05",13.7
"1122","Butter","2003M05",19.5
"1123","Skimmed Milk Powder","2003M05",13.2
"1124","Butter and butteroil","2003M05",NA
"1125","Cheese","2003M06",15.3
"1126","Butter","2003M06",18
"1127","Skimmed Milk Powder","2003M06",12.4
"1128","Butter and butteroil","2003M06",NA
"1129","Cheese","2003M07",13.4
"1130","Butter","2003M07",17.4
"1131","Skimmed Milk Powder","2003M07",11.2
"1132","Butter and butteroil","2003M07",NA
"1133","Cheese","2003M08",12.5
"1134","Butter","2003M08",14.8
"1135","Skimmed Milk Powder","2003M08",8.7
"1136","Butter and butteroil","2003M08",NA
"1137","Cheese","2003M09",12.1
"1138","Butter","2003M09",13.1
"1139","Skimmed Milk Powder","2003M09",5.7
"1140","Butter and butteroil","2003M09",NA
"1141","Cheese","2003M10",9.6
"1142","Butter","2003M10",12.5
"1143","Skimmed Milk Powder","2003M10",3.9
"1144","Butter and butteroil","2003M10",NA
"1145","Cheese","2003M11",6
"1146","Butter","2003M11",7
"1147","Skimmed Milk Powder","2003M11",1.3
"1148","Butter and butteroil","2003M11",NA
"1149","Cheese","2003M12",4.8
"1150","Butter","2003M12",4.5
"1151","Skimmed Milk Powder","2003M12",1.4
"1152","Butter and butteroil","2003M12",NA
"1153","Cheese","2004M01",3
"1154","Butter","2004M01",2.9
"1155","Skimmed Milk Powder","2004M01",1.7
"1156","Butter and butteroil","2004M01",NA
"1157","Cheese","2004M02",2.4
"1158","Butter","2004M02",4.1
"1159","Skimmed Milk Powder","2004M02",1.9
"1160","Butter and butteroil","2004M02",NA
"1161","Cheese","2004M03",6
"1162","Butter","2004M03",8
"1163","Skimmed Milk Powder","2004M03",4.1
"1164","Butter and butteroil","2004M03",NA
"1165","Cheese","2004M04",11.3
"1166","Butter","2004M04",14.8
"1167","Skimmed Milk Powder","2004M04",8
"1168","Butter and butteroil","2004M04",NA
"1169","Cheese","2004M05",14.3
"1170","Butter","2004M05",18.2
"1171","Skimmed Milk Powder","2004M05",11.7
"1172","Butter and butteroil","2004M05",NA
"1173","Cheese","2004M06",18.3
"1174","Butter","2004M06",17.7
"1175","Skimmed Milk Powder","2004M06",10.2
"1176","Butter and butteroil","2004M06",NA
"1177","Cheese","2004M07",15.4
"1178","Butter","2004M07",18.7
"1179","Skimmed Milk Powder","2004M07",10.8
"1180","Butter and butteroil","2004M07",NA
"1181","Cheese","2004M08",14.3
"1182","Butter","2004M08",15.8
"1183","Skimmed Milk Powder","2004M08",7.5
"1184","Butter and butteroil","2004M08",NA
"1185","Cheese","2004M09",13.6
"1186","Butter","2004M09",14.3
"1187","Skimmed Milk Powder","2004M09",4.7
"1188","Butter and butteroil","2004M09",NA
"1189","Cheese","2004M10",9.7
"1190","Butter","2004M10",11.9
"1191","Skimmed Milk Powder","2004M10",3.1
"1192","Butter and butteroil","2004M10",NA
"1193","Cheese","2004M11",5.7
"1194","Butter","2004M11",6.9
"1195","Skimmed Milk Powder","2004M11",0.8
"1196","Butter and butteroil","2004M11",NA
"1197","Cheese","2004M12",4
"1198","Butter","2004M12",3.5
"1199","Skimmed Milk Powder","2004M12",1.4
"1200","Butter and butteroil","2004M12",NA
"1201","Cheese","2005M01",0.7
"1202","Butter","2005M01",3.4
"1203","Skimmed Milk Powder","2005M01",2.1
"1204","Butter and butteroil","2005M01",NA
"1205","Cheese","2005M02",1.6
"1206","Butter","2005M02",5.6
"1207","Skimmed Milk Powder","2005M02",2.8
"1208","Butter and butteroil","2005M02",NA
"1209","Cheese","2005M03",9.4
"1210","Butter","2005M03",12.8
"1211","Skimmed Milk Powder","2005M03",2.6
"1212","Butter and butteroil","2005M03",NA
"1213","Cheese","2005M04",14.8
"1214","Butter","2005M04",15.8
"1215","Skimmed Milk Powder","2005M04",5.9
"1216","Butter and butteroil","2005M04",NA
"1217","Cheese","2005M05",17.3
"1218","Butter","2005M05",19
"1219","Skimmed Milk Powder","2005M05",9.8
"1220","Butter and butteroil","2005M05",NA
"1221","Cheese","2005M06",18.6
"1222","Butter","2005M06",17.6
"1223","Skimmed Milk Powder","2005M06",9
"1224","Butter and butteroil","2005M06",NA
"1225","Cheese","2005M07",15.6
"1226","Butter","2005M07",16
"1227","Skimmed Milk Powder","2005M07",7.3
"1228","Butter and butteroil","2005M07",NA
"1229","Cheese","2005M08",13.2
"1230","Butter","2005M08",16.5
"1231","Skimmed Milk Powder","2005M08",7
"1232","Butter and butteroil","2005M08",NA
"1233","Cheese","2005M09",13.3
"1234","Butter","2005M09",13.9
"1235","Skimmed Milk Powder","2005M09",4.3
"1236","Butter and butteroil","2005M09",NA
"1237","Cheese","2005M10",7.7
"1238","Butter","2005M10",11.4
"1239","Skimmed Milk Powder","2005M10",2.4
"1240","Butter and butteroil","2005M10",NA
"1241","Cheese","2005M11",4.6
"1242","Butter","2005M11",6.7
"1243","Skimmed Milk Powder","2005M11",NA
"1244","Butter and butteroil","2005M11",NA
"1245","Cheese","2005M12",2
"1246","Butter","2005M12",4.3
"1247","Skimmed Milk Powder","2005M12",1.5
"1248","Butter and butteroil","2005M12",NA
"1249","Cheese","2006M01",1
"1250","Butter","2006M01",3.9
"1251","Skimmed Milk Powder","2006M01",2.5
"1252","Butter and butteroil","2006M01",NA
"1253","Cheese","2006M02",3.2
"1254","Butter","2006M02",5.2
"1255","Skimmed Milk Powder","2006M02",2.5
"1256","Butter and butteroil","2006M02",NA
"1257","Cheese","2006M03",9.9
"1258","Butter","2006M03",11
"1259","Skimmed Milk Powder","2006M03",3
"1260","Butter and butteroil","2006M03",NA
"1261","Cheese","2006M04",15.3
"1262","Butter","2006M04",14.9
"1263","Skimmed Milk Powder","2006M04",5.5
"1264","Butter and butteroil","2006M04",NA
"1265","Cheese","2006M05",17.1
"1266","Butter","2006M05",19.8
"1267","Skimmed Milk Powder","2006M05",10.4
"1268","Butter and butteroil","2006M05",NA
"1269","Cheese","2006M06",17.9
"1270","Butter","2006M06",17.2
"1271","Skimmed Milk Powder","2006M06",8.7
"1272","Butter and butteroil","2006M06",NA
"1273","Cheese","2006M07",17.2
"1274","Butter","2006M07",15.8
"1275","Skimmed Milk Powder","2006M07",10
"1276","Butter and butteroil","2006M07",NA
"1277","Cheese","2006M08",15
"1278","Butter","2006M08",14.7
"1279","Skimmed Milk Powder","2006M08",8.5
"1280","Butter and butteroil","2006M08",NA
"1281","Cheese","2006M09",15.8
"1282","Butter","2006M09",13.8
"1283","Skimmed Milk Powder","2006M09",6.9
"1284","Butter and butteroil","2006M09",NA
"1285","Cheese","2006M10",14.6
"1286","Butter","2006M10",10.5
"1287","Skimmed Milk Powder","2006M10",5.2
"1288","Butter and butteroil","2006M10",NA
"1289","Cheese","2006M11",8
"1290","Butter","2006M11",7.3
"1291","Skimmed Milk Powder","2006M11",2.2
"1292","Butter and butteroil","2006M11",NA
"1293","Cheese","2006M12",1.8
"1294","Butter","2006M12",5
"1295","Skimmed Milk Powder","2006M12",3.1
"1296","Butter and butteroil","2006M12",NA
"1297","Cheese","2007M01",1.3
"1298","Butter","2007M01",3.8
"1299","Skimmed Milk Powder","2007M01",2.4
"1300","Butter and butteroil","2007M01",NA
"1301","Cheese","2007M02",2.4
"1302","Butter","2007M02",5
"1303","Skimmed Milk Powder","2007M02",1.9
"1304","Butter and butteroil","2007M02",NA
"1305","Cheese","2007M03",10.2
"1306","Butter","2007M03",10.1
"1307","Skimmed Milk Powder","2007M03",5
"1308","Butter and butteroil","2007M03",NA
"1309","Cheese","2007M04",17.6
"1310","Butter","2007M04",14.8
"1311","Skimmed Milk Powder","2007M04",10.1
"1312","Butter and butteroil","2007M04",NA
"1313","Cheese","2007M05",19.3
"1314","Butter","2007M05",19.1
"1315","Skimmed Milk Powder","2007M05",13.2
"1316","Butter and butteroil","2007M05",NA
"1317","Cheese","2007M06",20.7
"1318","Butter","2007M06",21.1
"1319","Skimmed Milk Powder","2007M06",14.3
"1320","Butter and butteroil","2007M06",NA
"1321","Cheese","2007M07",16.8
"1322","Butter","2007M07",16.8
"1323","Skimmed Milk Powder","2007M07",12.5
"1324","Butter and butteroil","2007M07",NA
"1325","Cheese","2007M08",16.2
"1326","Butter","2007M08",15.3
"1327","Skimmed Milk Powder","2007M08",8.8
"1328","Butter and butteroil","2007M08",NA
"1329","Cheese","2007M09",17.1
"1330","Butter","2007M09",12.1
"1331","Skimmed Milk Powder","2007M09",5.7
"1332","Butter and butteroil","2007M09",NA
"1333","Cheese","2007M10",12.4
"1334","Butter","2007M10",10.3
"1335","Skimmed Milk Powder","2007M10",4
"1336","Butter and butteroil","2007M10",NA
"1337","Cheese","2007M11",4.8
"1338","Butter","2007M11",8.4
"1339","Skimmed Milk Powder","2007M11",1.8
"1340","Butter and butteroil","2007M11",NA
"1341","Cheese","2007M12",1.6
"1342","Butter","2007M12",4.6
"1343","Skimmed Milk Powder","2007M12",2.8
"1344","Butter and butteroil","2007M12",NA
"1345","Cheese","2008M01",1.1
"1346","Butter","2008M01",3.4
"1347","Skimmed Milk Powder","2008M01",2.7
"1348","Butter and butteroil","2008M01",NA
"1349","Cheese","2008M02",3.2
"1350","Butter","2008M02",5
"1351","Skimmed Milk Powder","2008M02",2.2
"1352","Butter and butteroil","2008M02",NA
"1353","Cheese","2008M03",13.7
"1354","Butter","2008M03",9.4
"1355","Skimmed Milk Powder","2008M03",2.3
"1356","Butter and butteroil","2008M03",NA
"1357","Cheese","2008M04",19.8
"1358","Butter","2008M04",14.2
"1359","Skimmed Milk Powder","2008M04",5.7
"1360","Butter and butteroil","2008M04",NA
"1361","Cheese","2008M05",20.6
"1362","Butter","2008M05",16.8
"1363","Skimmed Milk Powder","2008M05",9.8
"1364","Butter and butteroil","2008M05",NA
"1365","Cheese","2008M06",24.2
"1366","Butter","2008M06",15.4
"1367","Skimmed Milk Powder","2008M06",8.8
"1368","Butter and butteroil","2008M06",NA
"1369","Cheese","2008M07",20.1
"1370","Butter","2008M07",14.9
"1371","Skimmed Milk Powder","2008M07",7.9
"1372","Butter and butteroil","2008M07",NA
"1373","Cheese","2008M08",20.1
"1374","Butter","2008M08",13.4
"1375","Skimmed Milk Powder","2008M08",5.4
"1376","Butter and butteroil","2008M08",NA
"1377","Cheese","2008M09",22
"1378","Butter","2008M09",11.3
"1379","Skimmed Milk Powder","2008M09",3.2
"1380","Butter and butteroil","2008M09",NA
"1381","Cheese","2008M10",16
"1382","Butter","2008M10",10.6
"1383","Skimmed Milk Powder","2008M10",3.6
"1384","Butter and butteroil","2008M10",NA
"1385","Cheese","2008M11",8.9
"1386","Butter","2008M11",5
"1387","Skimmed Milk Powder","2008M11",NA
"1388","Butter and butteroil","2008M11",NA
"1389","Cheese","2008M12",4.7
"1390","Butter","2008M12",4.7
"1391","Skimmed Milk Powder","2008M12",NA
"1392","Butter and butteroil","2008M12",NA
"1393","Cheese","2009M01",1.7
"1394","Butter","2009M01",3.8
"1395","Skimmed Milk Powder","2009M01",2.3
"1396","Butter and butteroil","2009M01",NA
"1397","Cheese","2009M02",3.2
"1398","Butter","2009M02",6.4
"1399","Skimmed Milk Powder","2009M02",1.4
"1400","Butter and butteroil","2009M02",NA
"1401","Cheese","2009M03",14.8
"1402","Butter","2009M03",11.23
"1403","Skimmed Milk Powder","2009M03",3.2
"1404","Butter and butteroil","2009M03",NA
"1405","Cheese","2009M04",17.3
"1406","Butter","2009M04",13.7
"1407","Skimmed Milk Powder","2009M04",9.6
"1408","Butter and butteroil","2009M04",NA
"1409","Cheese","2009M05",21.5
"1410","Butter","2009M05",15.31
"1411","Skimmed Milk Powder","2009M05",10.73
"1412","Butter and butteroil","2009M05",NA
"1413","Cheese","2009M06",23.5
"1414","Butter","2009M06",15.6
"1415","Skimmed Milk Powder","2009M06",10.2
"1416","Butter and butteroil","2009M06",NA
"1417","Cheese","2009M07",18.8
"1418","Butter","2009M07",14.48
"1419","Skimmed Milk Powder","2009M07",10.53
"1420","Butter and butteroil","2009M07",NA
"1421","Cheese","2009M08",17.8
"1422","Butter","2009M08",10.66
"1423","Skimmed Milk Powder","2009M08",7.94
"1424","Butter and butteroil","2009M08",NA
"1425","Cheese","2009M09",18.9
"1426","Butter","2009M09",10.28
"1427","Skimmed Milk Powder","2009M09",6.02
"1428","Butter and butteroil","2009M09",NA
"1429","Cheese","2009M10",14.9
"1430","Butter","2009M10",8.1
"1431","Skimmed Milk Powder","2009M10",5.62
"1432","Butter and butteroil","2009M10",NA
"1433","Cheese","2009M11",7.3
"1434","Butter","2009M11",6.06
"1435","Skimmed Milk Powder","2009M11",NA
"1436","Butter and butteroil","2009M11",NA
"1437","Cheese","2009M12",2.7
"1438","Butter","2009M12",4.86
"1439","Skimmed Milk Powder","2009M12",NA
