year_month,cpi_1914,cpi_1947,cpi_1953,cpi_1968,cpi_1975,cpi_1982,cpi_1989,cpi_1996,cpi_2001,cpi_2006,cpi_2011
2002M04,7864.1,2465.3,1972.1,1212.3,551.3,201.3,142.7,120.9,102.3,86.7,83
2002M05,7902.5,2477.4,1981.8,1218.2,554,202.3,143.4,121.6,102.8,87.1,83.5
2002M06,7917.9,2482.2,1985.6,1220.6,555.1,202.7,143.7,121.8,103,87.3,83.6
2002M07,7887.2,2472.6,1977.9,1215.8,552.9,201.9,143.1,121.2,102.6,86.9,83.2
2002M08,7933.3,2487,1989.5,1222.9,556.1,203.1,144,122,103.2,87.4,83.7
2002M09,7971.7,2499.1,1999.1,1228.8,558.8,204.1,144.7,122.6,103.7,87.8,84.1
2002M10,8010.2,2511.1,2008.8,1234.8,561.5,205.1,145.4,123.1,104.2,88.3,84.5
2002M11,8017.9,2513.5,2010.7,1236,562.1,205.3,145.5,123.2,104.3,88.3,84.6
2002M12,8071.7,2530.4,2024.2,1244.3,565.8,206.6,146.5,124.1,105,88.9,85.2
2003M01,8040.9,2520.8,2016.5,1239.5,563.7,205.9,145.9,123.6,104.6,88.6,84.9
2003M02,8117.8,2544.9,2035.8,1251.4,569.1,207.8,147.3,124.8,105.6,89.4,85.7
2003M03,8179.3,2564.1,2051.2,1260.8,573.4,209.4,148.4,125.7,106.4,90.1,86.3
2003M04,8202.3,2571.4,2057,1264.4,575,210,148.8,126.1,106.7,90.4,86.6
2003M05,8194.7,2569,2055,1263.2,574.5,209.8,148.7,125.9,106.6,90.3,86.5
2003M06,8194.7,2569,2055,1263.2,574.5,209.8,148.7,126,106.6,90.3,86.5
2003M07,8133.2,2549.7,2039.6,1253.7,570.2,208.2,147.6,125.1,105.8,89.7,85.9
2003M08,8187,2566.5,2053.1,1262,573.9,209.6,148.6,125.9,106.5,90.2,86.4
2003M09,8202.3,2571.4,2057,1264.4,575,210,148.8,126.1,106.7,90.4,86.5
2003M10,8194.7,2569,2055,1263.2,574.5,209.8,148.7,126,106.6,90.3,86.5
2003M11,8194.7,2569,2055,1263.2,574.5,209.8,148.7,126,106.6,90.3,86.5
2003M12,8225.4,2578.6,2062.7,1268,576.6,210.6,149.3,126.5,107,90.7,86.9
2004M01,8187,2566.5,2053.1,1262,573.9,209.6,148.6,125.9,106.5,90.2,86.4
2004M02,8256.2,2588.2,2070.5,1272.7,578.8,211.4,149.8,126.9,107.4,91,87.1
2004M03,8286.9,2597.9,2078.2,1277.4,580.9,212.2,150.4,127.5,107.8,91.3,87.5
2004M04,8317.7,2607.5,2085.9,1282.2,583.1,212.9,150.9,127.9,108.2,91.6,87.8
2004M05,8333,2612.3,2089.7,1284.5,584.2,213.3,151.2,128.2,108.4,91.8,88
2004M06,8379.2,2626.8,2101.3,1291.7,587.4,214.5,152.1,128.8,109,92.3,88.4
2004M07,8356.1,2619.6,2095.5,1288.1,585.8,213.9,151.6,128.4,108.7,92.1,88.2
2004M08,8402.2,2634,2107.1,1295.2,589,215.1,152.5,129.2,109.3,92.6,88.7
2004M09,8409.9,2636.4,2109,1296.4,589.6,215.3,152.6,129.3,109.4,92.7,88.7
2004M10,8417.6,2638.8,2110.9,1297.6,590.1,215.5,152.8,129.4,109.5,92.8,88.9
2004M11,8433,2643.7,2114.8,1299.9,591.2,215.9,153,129.7,109.7,93,89
2004M12,8440.7,2646.1,2116.7,1301.1,591.7,216.1,153.2,129.8,109.8,93.1,89.1
2005M01,8371.5,2624.4,2099.4,1290.5,586.9,214.3,151.9,128.8,108.9,92.3,88.4
2005M02,8440.7,2646.1,2116.7,1301.1,591.7,216.1,153.2,129.8,109.8,93,89.1
2005M03,8463.7,2653.3,2122.5,1304.7,593.3,216.7,153.6,130.1,110.1,93.2,89.3
2005M04,8502.2,2665.3,2132.1,1310.6,596,217.7,154.3,130.8,110.6,93.7,89.8
2005M05,8532.9,2675,2139.9,1315.4,598.2,218.4,154.8,131.1,111,94,90
2005M06,8556,2682.2,2145.6,1318.9,599.8,219,155.3,131.6,111.3,94.3,90.3
2005M07,8556,2682.2,2145.6,1318.9,599.8,219,155.3,131.5,111.3,94.2,90.3
2005M08,8594.4,2694.3,2155.3,1324.8,602.5,220,156,132.1,111.8,94.7,90.7
2005M09,8663.6,2716,2172.6,1335.5,607.3,221.8,157.2,133.2,112.7,95.5,91.4
2005M10,8671.3,2718.4,2174.6,1336.7,607.9,222,157.4,133.3,112.8,95.5,91.5
2005M11,8655.9,2713.5,2170.7,1334.3,606.8,221.6,157.1,133,112.6,95.4,91.3
2005M12,8648.2,2711.1,2168.8,1333.1,606.3,221.4,156.9,133,112.5,95.3,91.3
2006M01,8625.2,2703.9,2163,1329.6,604.6,220.8,156.5,132.6,112.2,95,91
2006M02,8717.4,2732.8,2186.1,1343.8,611.1,223.2,158.2,134,113.4,96.1,92
2006M03,8755.8,2744.9,2195.8,1349.7,613.8,224.2,158.9,134.6,113.9,96.5,92.4
2006M04,8825,2766.6,2213.1,1360.4,618.7,225.9,160.1,135.7,114.8,97.2,93.2
2006M05,8863.5,2778.6,2222.8,1366.3,621.4,226.9,160.8,136.3,115.3,97.7,93.6
2006M06,8886.5,2785.8,2228.5,1369.9,623,227.5,161.3,136.7,115.6,98,93.8
2006M07,8917.3,2795.5,2236.2,1374.6,625.1,228.3,161.8,137.1,116,98.2,94.1
2006M08,8978.8,2814.8,2251.7,1384.1,629.4,229.9,162.9,138,116.8,98.9,94.8
2006M09,9009.5,2824.4,2259.4,1388.8,631.6,230.6,163.5,138.5,117.2,99.3,95.1
2006M10,9009.5,2824.4,2259.4,1388.8,631.6,230.6,163.5,138.5,117.2,99.2,95.1
2006M11,9040.3,2834,2267.1,1393.6,633.7,231.4,164.1,139,117.6,99.6,95.4
2006M12,9071,2843.7,2274.8,1398.3,635.9,232.2,164.6,139.5,118,100,95.8
2007M01,9061.9,2840.9,2272.5,1396.9,635.1,232,164.4,139.3,117.9,99.9,95.7
2007M02,9134.5,2863.6,2290.7,1408.1,640.7,234,165.9,140.5,118.9,100.7,96.5
2007M03,9198,2883.5,2306.6,1417.9,645,235.6,167,141.5,119.7,101.4,97.1
2007M04,9270.6,2906.3,2324.8,1429.1,650,237.4,168.3,142.6,120.6,102.2,97.9
2007M05,9306.8,2917.6,2333.9,1434.7,652.5,238.3,168.9,143.1,121.1,102.6,98.3
2007M06,9325,2923.3,2338.5,1437.5,654.1,238.9,169.3,143.5,121.4,102.8,98.5
2007M07,9352.2,2931.9,2345.3,1441.6,655.9,239.6,169.8,143.9,121.7,103.1,98.8
2007M08,9397.6,2946.1,2356.7,1448.6,658.7,240.6,170.5,144.5,122.2,103.6,99.2
2007M09,9424.8,2954.6,2363.5,1452.8,660.9,241.4,171.1,145,122.7,103.9,99.5
2007M10,9433.8,2957.4,2365.8,1454.2,661.8,241.7,171.3,145.2,122.8,104,99.7
2007M11,9488.3,2974.5,2379.4,1462.6,665.3,243,172.3,145.9,123.5,104.6,100.2
2007M12,9497.3,2977.4,2381.7,1464,666.1,243.3,172.4,146.1,123.6,104.7,100.3
2008M01,9452,2963.1,2370.3,1457,662.5,242,171.5,145.3,123,104.2,99.8
2008M02,9569.9,3000.1,2399.9,1475.2,671,245.1,173.7,147.2,124.5,105.5,101.1
2008M03,9660.6,3028.5,2422.7,1489.2,677.3,247.4,175.4,148.6,125.7,106.5,102
2008M04,9669.7,3031.4,2424.9,1490.6,678.2,247.7,175.6,148.8,125.9,106.6,102.1
2008M05,9742.3,3054.1,2443.1,1501.8,682.9,249.4,176.8,149.8,126.7,107.4,102.8
2008M06,9787.6,3068.4,2454.5,1508.8,686.3,250.7,177.7,150.6,127.4,107.9,103.4
2008M07,9760.4,3059.8,2447.7,1504.6,684.5,250,177.2,150.2,127,107.6,103.1
2008M08,9805.8,3074,2459.1,1511.6,687.7,251.2,178,150.9,127.6,108.1,103.6
2008M09,9833,3082.6,2465.9,1515.8,689.5,251.8,178.5,151.2,128,108.4,103.8
2008M10,9814.8,3076.9,2461.3,1513,688.1,251.3,178.1,150.9,127.7,108.2,103.6
2008M11,9724.1,3048.4,2438.6,1499,681.9,249.1,176.5,149.6,126.6,107.2,102.7
2008M12,9606.2,3011.5,2409,1480.8,673.4,246,174.3,147.7,125,105.9,101.4
2009M01,9442.9,2960.3,2368.1,1455.6,662.3,241.9,171.5,145.3,122.9,104.1,99.7
2009M02,9406.6,2948.9,2359,1450,659.7,241,170.8,144.7,122.4,103.7,99.3
2009M03,9406.6,2948.9,2359,1450,659.4,240.9,170.7,144.7,122.4,103.7,99.3
2009M04,9334.1,2926.2,2340.8,1438.9,654.6,239.1,169.5,143.6,121.5,102.9,98.6
2009M05,9288.7,2911.9,2329.4,1431.9,651.3,237.9,168.6,142.9,120.9,102.4,98.1
2009M06,9261.5,2903.4,2322.6,1427.7,649.5,237.2,168.1,142.5,120.5,102.1,97.8
2009M07,9188.9,2880.7,2304.4,1416.5,644.4,235.4,166.8,141.4,119.6,101.3,97.1
2009M08,9225.2,2892,2313.5,1422.1,646.7,236.2,167.4,141.9,120,101.7,97.4
2009M09,9188.9,2880.7,2304.4,1416.5,644.5,235.4,166.9,141.4,119.6,101.3,97.1
2009M10,9170.8,2875,2299.8,1413.7,643,234.9,166.5,141.1,119.3,101.1,96.8
2009M11,9170.8,2875,2299.8,1413.7,642.9,234.8,166.4,141,119.3,101.1,96.8
2009M12,9125.4,2860.8,2288.4,1406.7,639.8,233.7,165.6,140.3,118.7,100.6,96.3
2010M01,9071,2843.7,2274.8,1398.3,636.1,232.4,164.7,139.5,118.1,100,95.8
2010M02,9107.3,2855.1,2283.9,1403.9,638.8,233.3,165.4,140.1,118.6,100.4,96.2
2010M03,9116.4,2857.9,2286.2,1405.3,639.3,233.5,165.5,140.2,118.7,100.5,96.3
2010M04,9134.5,2863.6,2290.7,1408.1,640.8,234,165.9,140.6,118.9,100.7,96.5
2010M05,9188.9,2880.7,2304.4,1416.5,644.3,235.3,166.8,141.3,119.6,101.3,97
2010M06,9179.9,2877.8,2302.1,1415.1,643.5,235.1,166.6,141.2,119.4,101.2,96.9
2010M07,9179.9,2877.8,2302.1,1415.1,643.5,235,166.6,141.2,119.4,101.2,96.9
2010M08,9243.3,2897.7,2318,1424.9,648.4,236.8,167.9,142.2,120.3,101.9,97.6
2010M09,9234.3,2894.9,2315.7,1423.5,647.3,236.4,167.6,142,120.1,101.8,97.5
2010M10,9234.3,2894.9,2315.7,1423.5,647.8,236.6,167.7,142.1,120.2,101.8,97.6
2010M11,9225.2,2892,2313.5,1422.1,646.7,236.2,167.4,141.9,120,101.7,97.4
2010M12,9243.3,2897.7,2318,1424.9,648.3,236.8,167.9,142.2,120.3,101.9,97.6
2011M01,9225.2,2892,2313.5,1422.1,646.7,236.2,167.4,141.9,120,101.7,97.4
2011M02,9306.8,2917.6,2333.9,1434.7,652.5,238.3,168.9,143.1,121.1,102.6,98.3
2011M03,9388.5,2943.2,2354.4,1447.2,658.4,240.5,170.5,144.4,122.2,103.5,99.2
2011M04,9424.8,2954.6,2363.5,1452.8,661,241.4,171.1,145,122.7,103.9,99.5
2011M05,9433.8,2957.4,2365.8,1454.2,661.5,241.6,171.3,145.1,122.8,104,99.6
2011M06,9424.8,2954.6,2363.5,1452.8,661,241.4,171.1,145,122.7,103.9,99.5
2011M07,9424.8,2954.6,2363.5,1452.8,660.6,241.3,171,144.9,122.6,103.9,99.5
2011M08,9442.9,2960.3,2368.1,1455.6,662,241.8,171.4,145.2,122.9,104.1,99.7
2011M09,9470.1,2968.8,2374.9,1459.8,663.9,242.5,171.9,145.6,123.2,104.4,100
2011M10,9497.3,2977.4,2381.7,1464,665.9,243.2,172.4,146.1,123.6,104.7,100.3
2011M11,9497.3,2977.4,2381.7,1464,665.8,243.2,172.4,146.1,123.6,104.7,100.3
2011M12,9470.1,2968.8,2374.9,1459.8,664,242.5,171.9,145.7,123.2,104.4,100
2012M01,9422.7,2954,2363,1452.5,660.7,241.3,171.1,144.9,122.6,103.9,99.5
2012M02,9508,2980.7,2384.4,1465.6,666.4,243.4,172.5,146.2,123.7,104.8,100.4
2012M03,9602.7,3010.4,2408.1,1480.2,673.3,245.9,174.3,147.7,125,105.9,101.4
2012M04,9602.7,3010.4,2408.1,1480.2,673.5,246,174.4,147.7,125,105.9,101.4
2012M05,9602.7,3010.4,2408.1,1480.2,673.3,245.9,174.3,147.7,125,105.9,101.4
2012M06,9583.7,3004.4,2403.4,1477.3,672.2,245.5,174,147.5,124.8,105.7,101.2
2012M07,9574.3,3001.5,2401,1475.9,671.5,245.3,173.8,147.3,124.6,105.6,101.1
2012M08,9631.1,3019.3,2415.3,1484.6,675.3,246.7,174.8,148.1,125.3,106.2,101.7
2012M09,9621.6,3016.3,2412.9,1483.2,674.3,246.3,174.6,147.9,125.2,106,101.6
2012M10,9612.2,3013.3,2410.5,1481.7,674,246.2,174.5,147.9,125.1,106,101.5
2012M11,9574.3,3001.5,2401,1475.9,671.3,245.2,173.8,147.3,124.6,105.5,101.1
2012M12,9583.7,3004.4,2403.4,1477.3,671.8,245.4,173.9,147.4,124.7,105.6,101.2
2013M01,9536.4,2989.6,2391.5,1470,668.8,244.3,173.2,146.7,124.1,105.2,100.7
2013M02,9612.2,3013.3,2410.5,1481.7,673.7,246.1,174.4,147.8,125,105.9,101.5
2013M03,9650,3025.2,2420,1487.5,676.9,247.2,175.3,148.5,125.6,106.4,101.9
2013M04,9650,3025.2,2420,1487.5,677,247.3,175.3,148.5,125.6,106.4,101.9
2013M05,9640.6,3022.2,2417.6,1486.1,676,246.9,175,148.3,125.5,106.3,101.8
2013M06,9650,3025.2,2420,1487.5,676.6,247.1,175.2,148.4,125.6,106.4,101.9
2013M07,9640.6,3022.2,2417.6,1486.1,676,246.9,175,148.3,125.5,106.3,101.8
2013M08,9650,3025.2,2420,1487.5,676.4,247.1,175.1,148.4,125.5,106.3,101.9
2013M09,9640.6,3022.2,2417.6,1486.1,675.8,246.8,175,148.2,125.4,106.2,101.8
2013M10,9621.6,3016.3,2412.9,1483.2,674.5,246.4,174.6,148,125.2,106,101.6
2013M11,9602.7,3010.4,2408.1,1480.2,673.5,246,174.4,147.7,125,105.9,101.4
2013M12,9602.7,3010.4,2408.1,1480.2,673.4,246,174.3,147.7,125,105.9,101.4
2014M01,9555.3,2995.5,2396.3,1472.9,669.8,244.7,173.4,146.9,124.3,105.3,100.9
2014M02,9602.7,3010.4,2408.1,1480.2,673.6,246,174.4,147.8,125,105.9,101.4
2014M03,9669,3031.1,2424.8,1490.5,678,247.6,175.5,148.7,125.8,106.6,102.1
2014M04,9678.4,3034.1,2427.1,1491.9,678.4,247.8,175.6,148.8,125.9,106.7,102.2
2014M05,9678.4,3034.1,2427.1,1491.9,678.4,247.8,175.6,148.8,125.9,106.7,102.2
