"All Livestock Products - Milk (Euro Million) by State and Year"

" ","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"State",1316.3,1258.9,1373.1,1439.0,1446.2,1538.5,1536.0,1414.5,1431.2,1408.8,1447.1,1566.1,1413.0,1431.3,1417.8,1342.1,1332.5,1667.5,1628.1,1106.5,1541.9,1834.8,1629.8,2056.3

