"Feed Stuff Price (Euro per Tonne) by Type of Feedstuff and Year"

" ","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"Dairy meal (16-18% protein)",129,166,164,178,187,200,214,235,256,232,222,215,216,228,225,214,219,218,219,217,228,219,202,190,195,209,213,209,214,208,212,245,285,262,247,284,297,328

"Change of basket in January 2011 due to re-basing. "

