"","Month","Agricultural.Product","value"
"746","2010M06","Cattle excluding calves",103.58
"747","2010M07","Cattle excluding calves",100.79
"748","2010M08","Cattle excluding calves",102.16
"749","2010M09","Cattle excluding calves",99.39
"750","2010M10","Cattle excluding calves",98.2
"751","2010M11","Cattle excluding calves",98.08
"752","2010M12","Cattle excluding calves",105.67
"753","2011M01","Cattle excluding calves",112.22
"754","2011M02","Cattle excluding calves",111.45
"755","2011M03","Cattle excluding calves",112.15
"756","2011M04","Cattle excluding calves",115.9
"757","2011M05","Cattle excluding calves",122.87
"758","2011M06","Cattle excluding calves",119.32
"759","2011M07","Cattle excluding calves",120.27
"760","2011M08","Cattle excluding calves",120.85
"761","2011M09","Cattle excluding calves",119.87
"762","2011M10","Cattle excluding calves",120.71
"763","2011M11","Cattle excluding calves",128.99
"764","2011M12","Cattle excluding calves",132.46
"765","2012M01","Cattle excluding calves",138.4
"766","2012M02","Cattle excluding calves",135.62
"767","2012M03","Cattle excluding calves",138.24
"768","2012M04","Cattle excluding calves",139.59
"769","2012M05","Cattle excluding calves",141.05
"770","2012M06","Cattle excluding calves",142.48
"771","2012M07","Cattle excluding calves",138.16
"772","2012M08","Cattle excluding calves",131.79
"773","2012M09","Cattle excluding calves",129.32
"774","2012M10","Cattle excluding calves",127.35
"775","2012M11","Cattle excluding calves",129.8
"776","2012M12","Cattle excluding calves",133.42
"777","2013M01","Cattle excluding calves",138.66
"778","2013M02","Cattle excluding calves",139.56
"779","2013M03","Cattle excluding calves",143.55
"780","2013M04","Cattle excluding calves",145.47
"781","2013M05","Cattle excluding calves",148.54
"782","2013M06","Cattle excluding calves",150.18
"783","2013M07","Cattle excluding calves",140.05
"784","2013M08","Cattle excluding calves",135.88
"785","2013M09","Cattle excluding calves",132.89
"786","2013M10","Cattle excluding calves",132.27
"787","2013M11","Cattle excluding calves",131.23
"788","2013M12","Cattle excluding calves",130.65
"789","2014M01","Cattle excluding calves",130.8
"790","2014M02","Cattle excluding calves",128.3
"791","2014M03","Cattle excluding calves",127
"792","2014M04","Cattle excluding calves",127.56
"793","2007M01","Calves",138.61
"794","2007M02","Calves",110.06
"795","2007M03","Calves",103.28
"796","2007M04","Calves",113.68
"797","2007M05","Calves",92.61
"798","2007M06","Calves",110.29
"799","2007M07","Calves",108.19
"800","2007M08","Calves",113.36
"801","2007M09","Calves",114.62
"802","2007M10","Calves",95.73
"803","2007M11","Calves",105.35
"804","2007M12","Calves",114.85
"805","2008M01","Calves",143.91
"806","2008M02","Calves",114.12
"807","2008M03","Calves",108.11
"808","2008M04","Calves",118.56
"809","2008M05","Calves",114.12
"810","2008M06","Calves",121.5
"811","2008M07","Calves",121.62
"812","2008M08","Calves",130.6
"813","2008M09","Calves",137.64
"814","2008M10","Calves",121.75
"815","2008M11","Calves",134
"816","2008M12","Calves",108.99
"817","2009M01","Calves",108.05
"818","2009M02","Calves",96.24
"819","2009M03","Calves",104.76
"820","2009M04","Calves",115.1
"821","2009M05","Calves",104.09
"822","2009M06","Calves",103.67
"823","2009M07","Calves",105.81
"824","2009M08","Calves",101.39
"825","2009M09","Calves",109.29
"826","2009M10","Calves",107.38
"827","2009M11","Calves",111.53
"828","2009M12","Calves",111.43
"829","2010M01","Calves",111.94
"830","2010M02","Calves",90.25
"831","2010M03","Calves",86.78
"832","2010M04","Calves",99.18
"833","2010M05","Calves",99.41
"834","2010M06","Calves",107.78
"835","2010M07","Calves",114.63
"836","2010M08","Calves",131.35
"837","2010M09","Calves",141.71
"838","2010M10","Calves",145.62
"839","2010M11","Calves",141.25
"840","2010M12","Calves",145.3
"841","2011M01","Calves",146.57
"842","2011M02","Calves",111.71
"843","2011M03","Calves",118.69
"844","2011M04","Calves",148.86
"845","2011M05","Calves",161.79
"846","2011M06","Calves",158.03
"847","2011M07","Calves",185.45
"848","2011M08","Calves",221.42
"849","2011M09","Calves",254.51
"850","2011M10","Calves",221.49
"851","2011M11","Calves",227.78
"852","2011M12","Calves",215.45
"853","2012M01","Calves",210.7
"854","2012M02","Calves",159.93
"855","2012M03","Calves",174.22
"856","2012M04","Calves",205.4
"857","2012M05","Calves",191.35
"858","2012M06","Calves",207.8
"859","2012M07","Calves",204.4
"860","2012M08","Calves",194.11
"861","2012M09","Calves",204.36
"862","2012M10","Calves",172.12
"863","2012M11","Calves",167.15
"864","2012M12","Calves",174.26
"865","2013M01","Calves",152.75
"866","2013M02","Calves",111
"867","2013M03","Calves",111.96
"868","2013M04","Calves",121.2
"869","2013M05","Calves",114.32
"870","2013M06","Calves",119.05
"871","2013M07","Calves",135.66
"872","2013M08","Calves",173.75
"873","2013M09","Calves",198.55
"874","2013M10","Calves",211.95
"875","2013M11","Calves",188.23
"876","2013M12","Calves",185.8
"877","2014M01","Calves",156.58
"878","2014M02","Calves",92.93
"879","2014M03","Calves",100.64
"880","2014M04","Calves",123.93
"881","2007M01","Pigs",103.54
"882","2007M02","Pigs",101.7
"883","2007M03","Pigs",101.67
"884","2007M04","Pigs",97.98
"885","2007M05","Pigs",98.07
"886","2007M06","Pigs",98.42
"887","2007M07","Pigs",97.78
"888","2007M08","Pigs",99.94
"889","2007M09","Pigs",104.27
"890","2007M10","Pigs",104.87
"891","2007M11","Pigs",103.29
"892","2007M12","Pigs",101.86
"893","2008M01","Pigs",98.87
"894","2008M02","Pigs",99.2
"895","2008M03","Pigs",100.72
"896","2008M04","Pigs",105.63
"897","2008M05","Pigs",108.44
"898","2008M06","Pigs",114.12
"899","2008M07","Pigs",117.66
"900","2008M08","Pigs",123.76
"901","2008M09","Pigs",121.42
"902","2008M10","Pigs",116.81
"903","2008M11","Pigs",109.19
"904","2008M12","Pigs",104.88
"905","2009M01","Pigs",99.2
"906","2009M02","Pigs",97.6
"907","2009M03","Pigs",99.32
"908","2009M04","Pigs",100.79
"909","2009M05","Pigs",108.11
"910","2009M06","Pigs",109.17
"911","2009M07","Pigs",105.53
"912","2009M08","Pigs",101.88
"913","2009M09","Pigs",97.93
"914","2009M10","Pigs",95.05
"915","2009M11","Pigs",90.89
"916","2009M12","Pigs",90.76
"917","2010M01","Pigs",88.49
"918","2010M02","Pigs",91.99
"919","2010M03","Pigs",93.16
"920","2010M04","Pigs",95.28
"921","2010M05","Pigs",99.91
"922","2010M06","Pigs",105.59
"923","2010M07","Pigs",108.68
"924","2010M08","Pigs",107.95
"925","2010M09","Pigs",105.99
"926","2010M10","Pigs",101.24
"927","2010M11","Pigs",99.7
"928","2010M12","Pigs",99.8
"929","2011M01","Pigs",99.82
"930","2011M02","Pigs",102.42
"931","2011M03","Pigs",105.16
"932","2011M04","Pigs",107.83
"933","2011M05","Pigs",111.15
"934","2011M06","Pigs",112.82
"935","2011M07","Pigs",113.11
"936","2011M08","Pigs",113.28
"937","2011M09","Pigs",113.42
"938","2011M10","Pigs",111.13
"939","2011M11","Pigs",111.31
"940","2011M12","Pigs",111.36
"941","2012M01","Pigs",111.29
"942","2012M02","Pigs",111.4
"943","2012M03","Pigs",113.05
"944","2012M04","Pigs",115.9
"945","2012M05","Pigs",118.12
"946","2012M06","Pigs",119.33
"947","2012M07","Pigs",119.56
"948","2012M08","Pigs",123.6
"949","2012M09","Pigs",128.45
"950","2012M10","Pigs",130.77
"951","2012M11","Pigs",131.03
"952","2012M12","Pigs",131.55
"953","2013M01","Pigs",129.89
"954","2013M02","Pigs",128.93
"955","2013M03","Pigs",129.04
"956","2013M04","Pigs",127.53
"957","2013M05","Pigs",123.59
"958","2013M06","Pigs",123.1
"959","2013M07","Pigs",123.49
"960","2013M08","Pigs",123.8
"961","2013M09","Pigs",127.96
"962","2013M10","Pigs",133.05
"963","2013M11","Pigs",131.59
"964","2013M12","Pigs",127.37
"965","2014M01","Pigs",120.56
"966","2014M02","Pigs",118.11
"967","2014M03","Pigs",116.03
"968","2014M04","Pigs",122.02
"969","2007M01","Sheep",75.01
"970","2007M02","Sheep",79.13
"971","2007M03","Sheep",82.81
"972","2007M04","Sheep",85.54
"973","2007M05","Sheep",81.06
"974","2007M06","Sheep",81.43
"975","2007M07","Sheep",80.35
"976","2007M08","Sheep",82.62
"977","2007M09","Sheep",86.6
"978","2007M10","Sheep",81.85
"979","2007M11","Sheep",78.29
"980","2007M12","Sheep",77.96
"981","2008M01","Sheep",76.11
"982","2008M02","Sheep",84.08
"983","2008M03","Sheep",86.87
"984","2008M04","Sheep",88.56
"985","2008M05","Sheep",97.38
"986","2008M06","Sheep",95.87
"987","2008M07","Sheep",84.5
"988","2008M08","Sheep",81.17
"989","2008M09","Sheep",81.34
"990","2008M10","Sheep",77.88
"991","2008M11","Sheep",77.37
"992","2008M12","Sheep",76.82
"993","2009M01","Sheep",80.8
"994","2009M02","Sheep",84.9
"995","2009M03","Sheep",88.31
"996","2009M04","Sheep",96.39
"997","2009M05","Sheep",101.72
"998","2009M06","Sheep",95.45
"999","2009M07","Sheep",82.1
"1000","2009M08","Sheep",80.98
"1001","2009M09","Sheep",78.39
"1002","2009M10","Sheep",75.94
"1003","2009M11","Sheep",80.91
"1004","2009M12","Sheep",88.85
"1005","2010M01","Sheep",97.27
"1006","2010M02","Sheep",97.67
"1007","2010M03","Sheep",103.15
"1008","2010M04","Sheep",109.15
"1009","2010M05","Sheep",112.12
"1010","2010M06","Sheep",104.16
"1011","2010M07","Sheep",95.95
"1012","2010M08","Sheep",97.66
"1013","2010M09","Sheep",93.41
"1014","2010M10","Sheep",92.8
"1015","2010M11","Sheep",97.87
"1016","2010M12","Sheep",108.36
"1017","2011M01","Sheep",102.04
"1018","2011M02","Sheep",102.42
"1019","2011M03","Sheep",114.28
"1020","2011M04","Sheep",127.03
"1021","2011M05","Sheep",131.45
"1022","2011M06","Sheep",113.53
"1023","2011M07","Sheep",104.21
"1024","2011M08","Sheep",102.08
"1025","2011M09","Sheep",97.91
"1026","2011M10","Sheep",100.06
"1027","2011M11","Sheep",105.03
"1028","2011M12","Sheep",108.6
"1029","2012M01","Sheep",107.03
"1030","2012M02","Sheep",109.22
"1031","2012M03","Sheep",111.98
"1032","2012M04","Sheep",115.2
"1033","2012M05","Sheep",106.75
"1034","2012M06","Sheep",106.41
"1035","2012M07","Sheep",104.9
"1036","2012M08","Sheep",105.99
"1037","2012M09","Sheep",101.04
"1038","2012M10","Sheep",97.58
"1039","2012M11","Sheep",95.56
"1040","2012M12","Sheep",94.82
"1041","2013M01","Sheep",89.74
"1042","2013M02","Sheep",93.01
"1043","2013M03","Sheep",110.41
"1044","2013M04","Sheep",115.65
"1045","2013M05","Sheep",122.54
"1046","2013M06","Sheep",116.03
"1047","2013M07","Sheep",111.63
"1048","2013M08","Sheep",104.82
"1049","2013M09","Sheep",98.16
"1050","2013M10","Sheep",97.35
"1051","2013M11","Sheep",98.78
"1052","2013M12","Sheep",103.27
"1053","2014M01","Sheep",98.69
"1054","2014M02","Sheep",102.11
"1055","2014M03","Sheep",112.22
"1056","2014M04","Sheep",124.43
"1057","2007M01","Poultry",90.77
"1058","2007M02","Poultry",93.42
"1059","2007M03","Poultry",91.5
"1060","2007M04","Poultry",91.36
"1061","2007M05","Poultry",91.14
"1062","2007M06","Poultry",93.12
"1063","2007M07","Poultry",93
"1064","2007M08","Poultry",93.33
"1065","2007M09","Poultry",95.07
"1066","2007M10","Poultry",93.75
"1067","2007M11","Poultry",93.33
"1068","2007M12","Poultry",92.68
"1069","2008M01","Poultry",92.74
"1070","2008M02","Poultry",101.32
"1071","2008M03","Poultry",100.26
"1072","2008M04","Poultry",99.39
"1073","2008M05","Poultry",100.75
"1074","2008M06","Poultry",100.4
"1075","2008M07","Poultry",101.26
"1076","2008M08","Poultry",103.12
"1077","2008M09","Poultry",100.56
"1078","2008M10","Poultry",100.33
"1079","2008M11","Poultry",100.16
"1080","2008M12","Poultry",100.16
"1081","2009M01","Poultry",100.16
"1082","2009M02","Poultry",100.16
"1083","2009M03","Poultry",100.16
"1084","2009M04","Poultry",100.16
"1085","2009M05","Poultry",100.16
"1086","2009M06","Poultry",100.16
"1087","2009M07","Poultry",100.16
"1088","2009M08","Poultry",100.16
"1089","2009M09","Poultry",100.16
"1090","2009M10","Poultry",100.16
"1091","2009M11","Poultry",100.16
"1092","2009M12","Poultry",99.38
"1093","2010M01","Poultry",99.38
"1094","2010M02","Poultry",99.38
"1095","2010M03","Poultry",99.38
"1096","2010M04","Poultry",99.38
"1097","2010M05","Poultry",99.38
"1098","2010M06","Poultry",99.38
"1099","2010M07","Poultry",99.38
"1100","2010M08","Poultry",99.38
"1101","2010M09","Poultry",99.38
"1102","2010M10","Poultry",100.46
"1103","2010M11","Poultry",100.01
"1104","2010M12","Poultry",102.34
"1105","2011M01","Poultry",102.88
"1106","2011M02","Poultry",101.72
"1107","2011M03","Poultry",101.72
"1108","2011M04","Poultry",101.68
"1109","2011M05","Poultry",101.68
"1110","2011M06","Poultry",101.68
"1111","2011M07","Poultry",101.68
"1112","2011M08","Poultry",106.25
"1113","2011M09","Poultry",106.25
"1114","2011M10","Poultry",108.19
"1115","2011M11","Poultry",114.45
"1116","2011M12","Poultry",115.38
"1117","2012M01","Poultry",115.38
"1118","2012M02","Poultry",115.57
"1119","2012M03","Poultry",115.57
"1120","2012M04","Poultry",115.57
"1121","2012M05","Poultry",115.92
"1122","2012M06","Poultry",115.57
"1123","2012M07","Poultry",113.57
"1124","2012M08","Poultry",113.57
"1125","2012M09","Poultry",115.71
"1126","2012M10","Poultry",115.71
"1127","2012M11","Poultry",111.15
"1128","2012M12","Poultry",111.15
"1129","2013M01","Poultry",111.22
"1130","2013M02","Poultry",116.83
"1131","2013M03","Poultry",116.83
"1132","2013M04","Poultry",116.86
"1133","2013M05","Poultry",117.04
"1134","2013M06","Poultry",116.81
"1135","2013M07","Poultry",116.81
"1136","2013M08","Poultry",116.81
"1137","2013M09","Poultry",116.81
"1138","2013M10","Poultry",116.81
"1139","2013M11","Poultry",116.97
"1140","2013M12","Poultry",116.97
"1141","2014M01","Poultry",116.58
"1142","2014M02","Poultry",116.58
"1143","2014M03","Poultry",117.18
"1144","2014M04","Poultry",113.24
"1145","2007M01","Animal products",95.1
"1146","2007M02","Animal products",91.32
"1147","2007M03","Animal products",88.09
"1148","2007M04","Animal products",92.43
"1149","2007M05","Animal products",97.93
"1150","2007M06","Animal products",105.89
"1151","2007M07","Animal products",112.12
"1152","2007M08","Animal products",120.32
"1153","2007M09","Animal products",129.29
"1154","2007M10","Animal products",132.12
"1155","2007M11","Animal products",134.05
"1156","2007M12","Animal products",137.46
"1157","2008M01","Animal products",136.09
"1158","2008M02","Animal products",134.68
"1159","2008M03","Animal products",130.85
"1160","2008M04","Animal products",116.45
"1161","2008M05","Animal products",111.95
"1162","2008M06","Animal products",107.88
"1163","2008M07","Animal products",108.28
"1164","2008M08","Animal products",105.18
"1165","2008M09","Animal products",101.97
"1166","2008M10","Animal products",101.82
"1167","2008M11","Animal products",101.3
"1168","2008M12","Animal products",103.13
"1169","2009M01","Animal products",96.1
"1170","2009M02","Animal products",88.87
"1171","2009M03","Animal products",76.43
"1172","2009M04","Animal products",74.44
"1173","2009M05","Animal products",73.93
"1174","2009M06","Animal products",73.05
"1175","2009M07","Animal products",72.66
"1176","2009M08","Animal products",72.83
"1177","2009M09","Animal products",78.95
"1178","2009M10","Animal products",85.32
"1179","2009M11","Animal products",90.29
"1180","2009M12","Animal products",91.17
"1181","2010M01","Animal products",94.41
"1182","2010M02","Animal products",91.32
"1183","2010M03","Animal products",91.21
"1184","2010M04","Animal products",92.9
"1185","2010M05","Animal products",100.34
"1186","2010M06","Animal products",100.35
"1187","2010M07","Animal products",100.16
"1188","2010M08","Animal products",100.57
"1189","2010M09","Animal products",102.93
"1190","2010M10","Animal products",104.74
"1191","2010M11","Animal products",107.33
"1192","2010M12","Animal products",106.84
"1193","2011M01","Animal products",112.77
"1194","2011M02","Animal products",115.14
"1195","2011M03","Animal products",110.49
"1196","2011M04","Animal products",110.08
"1197","2011M05","Animal products",110.6
"1198","2011M06","Animal products",114.45
"1199","2011M07","Animal products",114.02
"1200","2011M08","Animal products",113.99
"1201","2011M09","Animal products",115.88
"1202","2011M10","Animal products",117.67
"1203","2011M11","Animal products",123.29
"1204","2011M12","Animal products",121.89
"1205","2012M01","Animal products",122.37
"1206","2012M02","Animal products",120.27
"1207","2012M03","Animal products",114.95
"1208","2012M04","Animal products",104.94
"1209","2012M05","Animal products",98.25
"1210","2012M06","Animal products",98.09
"1211","2012M07","Animal products",97.88
"1212","2012M08","Animal products",99.63
"1213","2012M09","Animal products",105.21
"1214","2012M10","Animal products",110.42
"1215","2012M11","Animal products",115.67
"1216","2012M12","Animal products",115.56
"1217","2013M01","Animal products",121.58
"1218","2013M02","Animal products",120.37
"1219","2013M03","Animal products",118.42
"1220","2013M04","Animal products",119.92
"1221","2013M05","Animal products",124.75
"1222","2013M06","Animal products",126.16
"1223","2013M07","Animal products",126.13
"1224","2013M08","Animal products",129.92
"1225","2013M09","Animal products",131.15
"1226","2013M10","Animal products",134.38
"1227","2013M11","Animal products",136.58
"1228","2013M12","Animal products",139.9
"1229","2014M01","Animal products",139.88
"1230","2014M02","Animal products",136.23
"1231","2014M03","Animal products",133.63
"1232","2014M04","Animal products",129.03
"1233","2007M01","Milk",95.11
"1234","2007M02","Milk",91.17
"1235","2007M03","Milk",87.83
"1236","2007M04","Milk",92.3
"1237","2007M05","Milk",98
"1238","2007M06","Milk",106.18
"1239","2007M07","Milk",112.6
"1240","2007M08","Milk",120.79
"1241","2007M09","Milk",129.79
"1242","2007M10","Milk",132.7
"1243","2007M11","Milk",134.69
"1244","2007M12","Milk",138.2
"1245","2008M01","Milk",136.79
"1246","2008M02","Milk",135.31
"1247","2008M03","Milk",131.36
"1248","2008M04","Milk",116.52
"1249","2008M05","Milk",111.87
"1250","2008M06","Milk",107.67
"1251","2008M07","Milk",108.09
"1252","2008M08","Milk",104.9
"1253","2008M09","Milk",101.62
"1254","2008M10","Milk",101.54
"1255","2008M11","Milk",101.08
"1256","2008M12","Milk",103.11
"1257","2009M01","Milk",95.86
"1258","2009M02","Milk",88.42
"1259","2009M03","Milk",75.58
"1260","2009M04","Milk",73.54
"1261","2009M05","Milk",73.21
"1262","2009M06","Milk",72.31
"1263","2009M07","Milk",71.91
"1264","2009M08","Milk",72.08
"1265","2009M09","Milk",78.47
"1266","2009M10","Milk",85.04
"1267","2009M11","Milk",90.08
"1268","2009M12","Milk",91.06
"1269","2010M01","Milk",94.41
"1270","2010M02","Milk",91.24
"1271","2010M03","Milk",91.14
"1272","2010M04","Milk",92.87
"1273","2010M05","Milk",100.36
"1274","2010M06","Milk",100.39
"1275","2010M07","Milk",100.19
"1276","2010M08","Milk",100.61
"1277","2010M09","Milk",103.05
"1278","2010M10","Milk",104.91
"1279","2010M11","Milk",107.5
"1280","2010M12","Milk",106.91
"1281","2011M01","Milk",112.94
"1282","2011M02","Milk",115.36
"1283","2011M03","Milk",110.57
"1284","2011M04","Milk",110.14
"1285","2011M05","Milk",110.32
"1286","2011M06","Milk",114.29
"1287","2011M07","Milk",113.84
"1288","2011M08","Milk",113.84
"1289","2011M09","Milk",115.8
"1290","2011M10","Milk",117.65
"1291","2011M11","Milk",123.46
"1292","2011M12","Milk",122
"1293","2012M01","Milk",122.48
"1294","2012M02","Milk",120.29
"1295","2012M03","Milk",114.74
"1296","2012M04","Milk",104.32
"1297","2012M05","Milk",97.51
"1298","2012M06","Milk",97.34
"1299","2012M07","Milk",97.1
"1300","2012M08","Milk",98.84
"1301","2012M09","Milk",104.54
"1302","2012M10","Milk",109.9
"1303","2012M11","Milk",115.32
"1304","2012M12","Milk",115.2
"1305","2013M01","Milk",121.4
"1306","2013M02","Milk",120.15
"1307","2013M03","Milk",118.14
"1308","2013M04","Milk",119.68
"1309","2013M05","Milk",124.6
"1310","2013M06","Milk",126.05
"1311","2013M07","Milk",126.1
"1312","2013M08","Milk",130.06
"1313","2013M09","Milk",131.34
"1314","2013M10","Milk",134.69
"1315","2013M11","Milk",136.96
"1316","2013M12","Milk",140.38
"1317","2014M01","Milk",140.36
"1318","2014M02","Milk",136.67
"1319","2014M03","Milk",133.99
"1320","2014M04","Milk",129.25
"1321","2007M01","Eggs",94.42
"1322","2007M02","Eggs",96.58
"1323","2007M03","Eggs",96.58
"1324","2007M04","Eggs",96.58
"1325","2007M05","Eggs",96.58
"1326","2007M06","Eggs",97.56
"1327","2007M07","Eggs",97.56
"1328","2007M08","Eggs",107.35
"1329","2007M09","Eggs",117.01
"1330","2007M10","Eggs",117.01
"1331","2007M11","Eggs",117.01
"1332","2007M12","Eggs",117.01
"1333","2008M01","Eggs",117.01
"1334","2008M02","Eggs",118.41
"1335","2008M03","Eggs",118.41
"1336","2008M04","Eggs",118.41
"1337","2008M05","Eggs",118.41
"1338","2008M06","Eggs",118.41
"1339","2008M07","Eggs",118.41
"1340","2008M08","Eggs",118.41
"1341","2008M09","Eggs",117.21
"1342","2008M10","Eggs",114.38
"1343","2008M11","Eggs",111.54
"1344","2008M12","Eggs",105.88
"1345","2009M01","Eggs",105.88
"1346","2009M02","Eggs",105.88
"1347","2009M03","Eggs",106.15
"1348","2009M04","Eggs",106.15
"1349","2009M05","Eggs",103.65
"1350","2009M06","Eggs",103.65
"1351","2009M07","Eggs",103.65
"1352","2009M08","Eggs",103.65
"1353","2009M09","Eggs",100.57
"1354","2009M10","Eggs",100.57
"1355","2009M11","Eggs",103.65
"1356","2009M12","Eggs",100.67
"1357","2010M01","Eggs",100.67
"1358","2010M02","Eggs",99.64
"1359","2010M03","Eggs",99.64
"1360","2010M04","Eggs",99.64
"1361","2010M05","Eggs",99.64
"1362","2010M06","Eggs",98.78
"1363","2010M07","Eggs",98.78
"1364","2010M08","Eggs",98.78
"1365","2010M09","Eggs",98.78
"1366","2010M10","Eggs",98.78
"1367","2010M11","Eggs",101.54
"1368","2010M12","Eggs",105.33
"1369","2011M01","Eggs",107.86
"1370","2011M02","Eggs",108.65
"1371","2011M03","Eggs",109.15
"1372","2011M04","Eggs",109.15
"1373","2011M05","Eggs",109.15
"1374","2011M06","Eggs",109.15
"1375","2011M07","Eggs",109.15
"1376","2011M08","Eggs",107.98
"1377","2011M09","Eggs",107.6
"1378","2011M10","Eggs",107.22
"1379","2011M11","Eggs",107
"1380","2011M12","Eggs",107.16
"1381","2012M01","Eggs",107.54
"1382","2012M02","Eggs",108.81
"1383","2012M03","Eggs",111.33
"1384","2012M04","Eggs",115.5
"1385","2012M05","Eggs",118.71
"1386","2012M06","Eggs",118.87
"1387","2012M07","Eggs",119.97
"1388","2012M08","Eggs",122.09
"1389","2012M09","Eggs",124.34
"1390","2012M10","Eggs",124.34
"1391","2012M11","Eggs",124.34
"1392","2012M12","Eggs",124.76
"1393","2013M01","Eggs",124.76
"1394","2013M02","Eggs",124.76
"1395","2013M03","Eggs",124.76
"1396","2013M04","Eggs",124.76
"1397","2013M05","Eggs",124.38
"1398","2013M06","Eggs",124.38
"1399","2013M07","Eggs",121.3
"1400","2013M08","Eggs",119.47
"1401","2013M09","Eggs",118.59
"1402","2013M10","Eggs",117.93
"1403","2013M11","Eggs",117.93
"1404","2013M12","Eggs",117.93
"1405","2014M01","Eggs",117.93
"1406","2014M02","Eggs",115.32
"1407","2014M03","Eggs",115.32
"1408","2014M04","Eggs",115.32
"1409","2007M01","Wool",95.54
"1410","2007M02","Wool",95.54
"1411","2007M03","Wool",95.54
"1412","2007M04","Wool",95.54
"1413","2007M05","Wool",89.61
"1414","2007M06","Wool",89.61
"1415","2007M07","Wool",89.61
"1416","2007M08","Wool",89.61
"1417","2007M09","Wool",89.61
"1418","2007M10","Wool",89.61
"1419","2007M11","Wool",89.61
"1420","2007M12","Wool",89.61
"1421","2008M01","Wool",89.61
"1422","2008M02","Wool",89.61
"1423","2008M03","Wool",89.61
"1424","2008M04","Wool",89.61
"1425","2008M05","Wool",91.2
"1426","2008M06","Wool",91.2
"1427","2008M07","Wool",91.2
"1428","2008M08","Wool",91.2
"1429","2008M09","Wool",91.2
"1430","2008M10","Wool",91.2
"1431","2008M11","Wool",91.2
"1432","2008M12","Wool",91.2
"1433","2009M01","Wool",91.2
"1434","2009M02","Wool",91.2
"1435","2009M03","Wool",91.2
"1436","2009M04","Wool",91.2
"1437","2009M05","Wool",58.64
"1438","2009M06","Wool",58.64
"1439","2009M07","Wool",58.64
"1440","2009M08","Wool",58.64
"1441","2009M09","Wool",58.64
"1442","2009M10","Wool",58.64
"1443","2009M11","Wool",58.64
"1444","2009M12","Wool",58.64
"1445","2010M01","Wool",58.64
"1446","2010M02","Wool",58.64
"1447","2010M03","Wool",58.64
"1448","2010M04","Wool",58.64
"1449","2010M05","Wool",101.73
"1450","2010M06","Wool",101.73
"1451","2010M07","Wool",101.73
"1452","2010M08","Wool",101.73
"1453","2010M09","Wool",101.73
"1454","2010M10","Wool",101.73
"1455","2010M11","Wool",101.73
"1456","2010M12","Wool",101.73
"1457","2011M01","Wool",101.73
"1458","2011M02","Wool",101.73
"1459","2011M03","Wool",101.73
"1460","2011M04","Wool",101.73
"1461","2011M05","Wool",183.46
"1462","2011M06","Wool",183.46
"1463","2011M07","Wool",183.46
"1464","2011M08","Wool",183.46
"1465","2011M09","Wool",183.46
"1466","2011M10","Wool",183.46
"1467","2011M11","Wool",183.46
"1468","2011M12","Wool",183.46
"1469","2012M01","Wool",183.46
"1470","2012M02","Wool",183.46
"1471","2012M03","Wool",183.46
"1472","2012M04","Wool",183.46
"1473","2012M05","Wool",144.49
"1474","2012M06","Wool",144.49
"1475","2012M07","Wool",144.49
"1476","2012M08","Wool",144.49
"1477","2012M09","Wool",144.49
"1478","2012M10","Wool",144.49
"1479","2012M11","Wool",144.49
"1480","2012M12","Wool",144.49
"1481","2013M01","Wool",144.49
"1482","2013M02","Wool",144.49
"1483","2013M03","Wool",144.49
"1484","2013M04","Wool",144.49
"1485","2013M05","Wool",160.84
"1486","2013M06","Wool",160.84
"1487","2013M07","Wool",160.84
"1488","2013M08","Wool",160.84
"1489","2013M09","Wool",160.84
"1490","2013M10","Wool",160.84
"1491","2013M11","Wool",160.84
"1492","2013M12","Wool",160.84
"1493","2014M01","Wool",160.84
"1494","2014M02","Wool",160.84
"1495","2014M03","Wool",160.84
"1496","2014M04","Wool",160.84
"1497","2007M01","Agricultural input price index",91.08
"1498","2007M02","Agricultural input price index",91.48
"1499","2007M03","Agricultural input price index",92.28
"1500","2007M04","Agricultural input price index",92.54
"1501","2007M05","Agricultural input price index",93.06
"1502","2007M06","Agricultural input price index",93.32
"1503","2007M07","Agricultural input price index",94.59
"1504","2007M08","Agricultural input price index",96
"1505","2007M09","Agricultural input price index",97.39
"1506","2007M10","Agricultural input price index",98.39
"1507","2007M11","Agricultural input price index",99.83
"1508","2007M12","Agricultural input price index",101.04
"1509","2008M01","Agricultural input price index",104.89
"1510","2008M02","Agricultural input price index",107.22
"1511","2008M03","Agricultural input price index",108.81
"1512","2008M04","Agricultural input price index",110.58
"1513","2008M05","Agricultural input price index",111.8
"1514","2008M06","Agricultural input price index",112.71
"1515","2008M07","Agricultural input price index",113.45
"1516","2008M08","Agricultural input price index",113.8
"1517","2008M09","Agricultural input price index",112.62
"1518","2008M10","Agricultural input price index",110.96
"1519","2008M11","Agricultural input price index",109.5
"1520","2008M12","Agricultural input price index",108.18
"1521","2009M01","Agricultural input price index",107.53
"1522","2009M02","Agricultural input price index",106.23
"1523","2009M03","Agricultural input price index",103.94
"1524","2009M04","Agricultural input price index",102.64
"1525","2009M05","Agricultural input price index",100.71
"1526","2009M06","Agricultural input price index",100.05
"1527","2009M07","Agricultural input price index",100.02
"1528","2009M08","Agricultural input price index",99.8
"1529","2009M09","Agricultural input price index",98.41
"1530","2009M10","Agricultural input price index",97.6
