"","Month","Type.of.Fertiliser","value"
"4245","1990M05","Compound 24-2.5-10",191
"4246","1990M06","Compound 24-2.5-10",190
"4247","1990M07","Compound 24-2.5-10",189
"4248","1990M08","Compound 24-2.5-10",189
"4249","1990M09","Compound 24-2.5-10",188
"4250","1990M10","Compound 24-2.5-10",189
"4251","1990M11","Compound 24-2.5-10",188
"4252","1990M12","Compound 24-2.5-10",193
"4253","1991M01","Compound 24-2.5-10",200
"4254","1991M02","Compound 24-2.5-10",200
"4255","1991M03","Compound 24-2.5-10",201
"4256","1991M04","Compound 24-2.5-10",201
"4257","1991M05","Compound 24-2.5-10",201
"4258","1991M06","Compound 24-2.5-10",198
"4259","1991M07","Compound 24-2.5-10",196
"4260","1991M08","Compound 24-2.5-10",196
"4261","1991M09","Compound 24-2.5-10",195
"4262","1991M10","Compound 24-2.5-10",195
"4263","1991M11","Compound 24-2.5-10",195
"4264","1991M12","Compound 24-2.5-10",196
"4265","1992M01","Compound 24-2.5-10",197
"4266","1992M02","Compound 24-2.5-10",198
"4267","1992M03","Compound 24-2.5-10",198
"4268","1992M04","Compound 24-2.5-10",199
"4269","1992M05","Compound 24-2.5-10",196
"4270","1992M06","Compound 24-2.5-10",194
"4271","1992M07","Compound 24-2.5-10",192
"4272","1992M08","Compound 24-2.5-10",191
"4273","1992M09","Compound 24-2.5-10",191
"4274","1992M10","Compound 24-2.5-10",192
"4275","1992M11","Compound 24-2.5-10",192
"4276","1992M12","Compound 24-2.5-10",191
"4277","1993M01","Compound 24-2.5-10",190
"4278","1993M02","Compound 24-2.5-10",190
"4279","1993M03","Compound 24-2.5-10",188
"4280","1993M04","Compound 24-2.5-10",187
"4281","1993M05","Compound 24-2.5-10",185
"4282","1993M06","Compound 24-2.5-10",182
"4283","1993M07","Compound 24-2.5-10",178
"4284","1993M08","Compound 24-2.5-10",177
"4285","1993M09","Compound 24-2.5-10",177
"4286","1993M10","Compound 24-2.5-10",179
"4287","1993M11","Compound 24-2.5-10",181
"4288","1993M12","Compound 24-2.5-10",183
"4289","1994M01","Compound 24-2.5-10",187
"4290","1994M02","Compound 24-2.5-10",191
"4291","1994M03","Compound 24-2.5-10",191
"4292","1994M04","Compound 24-2.5-10",190
"4293","1994M05","Compound 24-2.5-10",189
"4294","1994M06","Compound 24-2.5-10",187
"4295","1994M07","Compound 24-2.5-10",186
"4296","1994M08","Compound 24-2.5-10",186
"4297","1994M09","Compound 24-2.5-10",186
"4298","1994M10","Compound 24-2.5-10",187
"4299","1994M11","Compound 24-2.5-10",190
"4300","1994M12","Compound 24-2.5-10",194
"4301","1995M01","Compound 24-2.5-10",199
"4302","1995M02","Compound 24-2.5-10",202
"4303","1995M03","Compound 24-2.5-10",200
"4304","1995M04","Compound 24-2.5-10",202
"4305","1995M05","Compound 24-2.5-10",202
"4306","1995M06","Compound 24-2.5-10",203
"4307","1995M07","Compound 24-2.5-10",203
"4308","1995M08","Compound 24-2.5-10",203
"4309","1995M09","Compound 24-2.5-10",205
"4310","1995M10","Compound 24-2.5-10",206
"4311","1995M11","Compound 24-2.5-10",208
"4312","1995M12","Compound 24-2.5-10",213
"4313","1996M01","Compound 24-2.5-10",216
"4314","1996M02","Compound 24-2.5-10",218
"4315","1996M03","Compound 24-2.5-10",216
"4316","1996M04","Compound 24-2.5-10",217
"4317","1996M05","Compound 24-2.5-10",216
"4318","1996M06","Compound 24-2.5-10",216
"4319","1996M07","Compound 24-2.5-10",215
"4320","1996M08","Compound 24-2.5-10",214
"4321","1996M09","Compound 24-2.5-10",214
"4322","1996M10","Compound 24-2.5-10",214
"4323","1996M11","Compound 24-2.5-10",213
"4324","1996M12","Compound 24-2.5-10",212
"4325","1997M01","Compound 24-2.5-10",211
"4326","1997M02","Compound 24-2.5-10",209
"4327","1997M03","Compound 24-2.5-10",205
"4328","1997M04","Compound 24-2.5-10",204
"4329","1997M05","Compound 24-2.5-10",203
"4330","1997M06","Compound 24-2.5-10",202
"4331","1997M07","Compound 24-2.5-10",198
"4332","1997M08","Compound 24-2.5-10",198
"4333","1997M09","Compound 24-2.5-10",197
"4334","1997M10","Compound 24-2.5-10",197
"4335","1997M11","Compound 24-2.5-10",198
"4336","1997M12","Compound 24-2.5-10",197
"4337","1998M01","Compound 24-2.5-10",197
"4338","1998M02","Compound 24-2.5-10",196
"4339","1998M03","Compound 24-2.5-10",196
"4340","1998M04","Compound 24-2.5-10",194
"4341","1998M05","Compound 24-2.5-10",193
"4342","1998M06","Compound 24-2.5-10",192
"4343","1998M07","Compound 24-2.5-10",192
"4344","1998M08","Compound 24-2.5-10",193
"4345","1998M09","Compound 24-2.5-10",194
"4346","1998M10","Compound 24-2.5-10",193
"4347","1998M11","Compound 24-2.5-10",194
"4348","1998M12","Compound 24-2.5-10",195
"4349","1999M01","Compound 24-2.5-10",197
"4350","1999M02","Compound 24-2.5-10",199
"4351","1999M03","Compound 24-2.5-10",199
"4352","1999M04","Compound 24-2.5-10",198
"4353","1999M05","Compound 24-2.5-10",198
"4354","1999M06","Compound 24-2.5-10",197
"4355","1999M07","Compound 24-2.5-10",197
"4356","1999M08","Compound 24-2.5-10",196
"4357","1999M09","Compound 24-2.5-10",196
"4358","1999M10","Compound 24-2.5-10",196
"4359","1999M11","Compound 24-2.5-10",196
"4360","1999M12","Compound 24-2.5-10",197
"4361","2000M01","Compound 24-2.5-10",202
"4362","2000M02","Compound 24-2.5-10",204
"4363","2000M03","Compound 24-2.5-10",205
"4364","2000M04","Compound 24-2.5-10",207
"4365","2000M05","Compound 24-2.5-10",208
"4366","2000M06","Compound 24-2.5-10",209
"4367","2000M07","Compound 24-2.5-10",209
"4368","2000M08","Compound 24-2.5-10",208
"4369","2000M09","Compound 24-2.5-10",208
"4370","2000M10","Compound 24-2.5-10",213
"4371","2000M11","Compound 24-2.5-10",217
"4372","2000M12","Compound 24-2.5-10",226
"4373","2001M01","Compound 24-2.5-10",231
"4374","2001M02","Compound 24-2.5-10",237
"4375","2001M03","Compound 24-2.5-10",238
"4376","2001M04","Compound 24-2.5-10",238
"4377","2001M05","Compound 24-2.5-10",237
"4378","2001M06","Compound 24-2.5-10",234
"4379","2001M07","Compound 24-2.5-10",234
"4380","2001M08","Compound 24-2.5-10",233
"4381","2001M09","Compound 24-2.5-10",232
"4382","2001M10","Compound 24-2.5-10",234
"4383","2001M11","Compound 24-2.5-10",234
"4384","2001M12","Compound 24-2.5-10",235
"4385","2002M01","Compound 24-2.5-10",236
"4386","2002M02","Compound 24-2.5-10",236
"4387","2002M03","Compound 24-2.5-10",234
"4388","2002M04","Compound 24-2.5-10",233
"4389","2002M05","Compound 24-2.5-10",233
"4390","2002M06","Compound 24-2.5-10",232
"4391","2002M07","Compound 24-2.5-10",230
"4392","2002M08","Compound 24-2.5-10",229
"4393","2002M09","Compound 24-2.5-10",227
"4394","2002M10","Compound 24-2.5-10",227
"4395","2002M11","Compound 24-2.5-10",227
"4396","2002M12","Compound 24-2.5-10",229
"4397","2003M01","Compound 24-2.5-10",236
"4398","2003M02","Compound 24-2.5-10",241
"4399","2003M03","Compound 24-2.5-10",242
"4400","2003M04","Compound 24-2.5-10",240
"4401","2003M05","Compound 24-2.5-10",238
"4402","2003M06","Compound 24-2.5-10",235
"4403","2003M07","Compound 24-2.5-10",233
"4404","2003M08","Compound 24-2.5-10",233
"4405","2003M09","Compound 24-2.5-10",233
"4406","2003M10","Compound 24-2.5-10",235
"4407","2003M11","Compound 24-2.5-10",234
"4408","2003M12","Compound 24-2.5-10",240
"4409","2004M01","Compound 24-2.5-10",246
"4410","2004M02","Compound 24-2.5-10",246
"4411","2004M03","Compound 24-2.5-10",245
"4412","2004M04","Compound 24-2.5-10",242
"4413","2004M05","Compound 24-2.5-10",238
"4414","2004M06","Compound 24-2.5-10",236
"4415","2004M07","Compound 24-2.5-10",234
"4416","2004M08","Compound 24-2.5-10",233
"4417","2004M09","Compound 24-2.5-10",233
"4418","2004M10","Compound 24-2.5-10",235
"4419","2004M11","Compound 24-2.5-10",239
"4420","2004M12","Compound 24-2.5-10",240
"4421","2005M01","Compound 24-2.5-10",258
"4422","2005M02","Compound 24-2.5-10",265
"4423","2005M03","Compound 24-2.5-10",264
"4424","2005M04","Compound 24-2.5-10",259
"4425","2005M05","Compound 24-2.5-10",256
"4426","2005M06","Compound 24-2.5-10",253
"4427","2005M07","Compound 24-2.5-10",252
"4428","2005M08","Compound 24-2.5-10",253
"4429","2005M09","Compound 24-2.5-10",254
"4430","2005M10","Compound 24-2.5-10",257
"4431","2005M11","Compound 24-2.5-10",258
"4432","2005M12","Compound 24-2.5-10",259
"4433","2006M01","Compound 24-2.5-10",268
"4434","2006M02","Compound 24-2.5-10",276
"4435","2006M03","Compound 24-2.5-10",275
"4436","2006M04","Compound 24-2.5-10",276
"4437","2006M05","Compound 24-2.5-10",275
"4438","2006M06","Compound 24-2.5-10",274
"4439","2006M07","Compound 24-2.5-10",274
"4440","2006M08","Compound 24-2.5-10",274
"4441","2006M09","Compound 24-2.5-10",274
"4442","2006M10","Compound 24-2.5-10",274
"4443","2006M11","Compound 24-2.5-10",274
"4444","2006M12","Compound 24-2.5-10",275
"4445","2007M01","Compound 24-2.5-10",276
"4446","2007M02","Compound 24-2.5-10",276
"4447","2007M03","Compound 24-2.5-10",277
"4448","2007M04","Compound 24-2.5-10",279
"4449","2007M05","Compound 24-2.5-10",280
"4450","2007M06","Compound 24-2.5-10",280
"4451","2007M07","Compound 24-2.5-10",279
"4452","2007M08","Compound 24-2.5-10",279
"4453","2007M09","Compound 24-2.5-10",280
"4454","2007M10","Compound 24-2.5-10",281
"4455","2007M11","Compound 24-2.5-10",283
"4456","2007M12","Compound 24-2.5-10",306
"4457","2008M01","Compound 24-2.5-10",356
"4458","2008M02","Compound 24-2.5-10",426
"4459","2008M03","Compound 24-2.5-10",441
"4460","2008M04","Compound 24-2.5-10",468
"4461","2008M05","Compound 24-2.5-10",470
"4462","2008M06","Compound 24-2.5-10",473
"4463","2008M07","Compound 24-2.5-10",491
"4464","2008M08","Compound 24-2.5-10",507
"4465","2008M09","Compound 24-2.5-10",513
"4466","2008M10","Compound 24-2.5-10",514
"4467","2008M11","Compound 24-2.5-10",513
"4468","2008M12","Compound 24-2.5-10",512
"4469","2009M01","Compound 24-2.5-10",507
"4470","2009M02","Compound 24-2.5-10",485
"4471","2009M03","Compound 24-2.5-10",456
"4472","2009M04","Compound 24-2.5-10",410
"4473","2009M05","Compound 24-2.5-10",386
"4474","2009M06","Compound 24-2.5-10",367
"4475","2009M07","Compound 24-2.5-10",363
"4476","2009M08","Compound 24-2.5-10",360
"4477","2009M09","Compound 24-2.5-10",360
"4478","2009M10","Compound 24-2.5-10",360
"4479","2009M11","Compound 24-2.5-10",360
"4480","2009M12","Compound 24-2.5-10",356
"4481","2010M01","Compound 24-2.5-10",348
"4482","2010M02","Compound 24-2.5-10",348
"4483","2010M03","Compound 24-2.5-10",357
"4484","2010M04","Compound 24-2.5-10",359
"4485","2010M05","Compound 24-2.5-10",358
"4486","2010M06","Compound 24-2.5-10",349
"4487","2010M07","Compound 24-2.5-10",348
"4488","2010M08","Compound 24-2.5-10",353
"4489","2010M09","Compound 24-2.5-10",360
"4490","2010M10","Compound 24-2.5-10",360
"4491","2010M11","Compound 24-2.5-10",361
"4492","2010M12","Compound 24-2.5-10",371
"4493","2011M01","Compound 24-2.5-10",419
"4494","2011M02","Compound 24-2.5-10",433
"4495","2011M03","Compound 24-2.5-10",435
"4496","2011M04","Compound 24-2.5-10",432
"4497","2011M05","Compound 24-2.5-10",432
"4498","2011M06","Compound 24-2.5-10",431
"4499","2011M07","Compound 24-2.5-10",430
"4500","2011M08","Compound 24-2.5-10",430
"4501","2011M09","Compound 24-2.5-10",430
"4502","2011M10","Compound 24-2.5-10",433
"4503","2011M11","Compound 24-2.5-10",434
"4504","2011M12","Compound 24-2.5-10",435
"4505","2012M01","Compound 24-2.5-10",438
"4506","2012M02","Compound 24-2.5-10",441
"4507","2012M03","Compound 24-2.5-10",440
"4508","2012M04","Compound 24-2.5-10",440
"4509","2012M05","Compound 24-2.5-10",439
"4510","2012M06","Compound 24-2.5-10",438
"4511","2012M07","Compound 24-2.5-10",437
"4512","2012M08","Compound 24-2.5-10",437
"4513","2012M09","Compound 24-2.5-10",437
"4514","2012M10","Compound 24-2.5-10",438
"4515","2012M11","Compound 24-2.5-10",438
"4516","2012M12","Compound 24-2.5-10",438
"4517","2013M01","Compound 24-2.5-10",441
"4518","2013M02","Compound 24-2.5-10",445
"4519","2013M03","Compound 24-2.5-10",447
"4520","2013M04","Compound 24-2.5-10",448
"4521","2013M05","Compound 24-2.5-10",452
"4522","2013M06","Compound 24-2.5-10",450
"4523","2013M07","Compound 24-2.5-10",448
"4524","2013M08","Compound 24-2.5-10",443
"4525","2013M09","Compound 24-2.5-10",441
"4526","2013M10","Compound 24-2.5-10",440
"4527","2013M11","Compound 24-2.5-10",440
"4528","2013M12","Compound 24-2.5-10",437
"4529","2014M01","Compound 24-2.5-10",432
"4530","2014M02","Compound 24-2.5-10",432
"4531","2014M03","Compound 24-2.5-10",431
"4532","2014M04","Compound 24-2.5-10",437
"4533","1980M01","Compound 27-2.5-5",156
"4534","1980M02","Compound 27-2.5-5",160
"4535","1980M03","Compound 27-2.5-5",162
"4536","1980M04","Compound 27-2.5-5",162
"4537","1980M05","Compound 27-2.5-5",163
"4538","1980M06","Compound 27-2.5-5",163
"4539","1980M07","Compound 27-2.5-5",164
"4540","1980M08","Compound 27-2.5-5",164
"4541","1980M09","Compound 27-2.5-5",166
"4542","1980M10","Compound 27-2.5-5",166
"4543","1980M11","Compound 27-2.5-5",165
"4544","1980M12","Compound 27-2.5-5",165
"4545","1981M01","Compound 27-2.5-5",168
"4546","1981M02","Compound 27-2.5-5",171
"4547","1981M03","Compound 27-2.5-5",176
"4548","1981M04","Compound 27-2.5-5",178
"4549","1981M05","Compound 27-2.5-5",180
"4550","1981M06","Compound 27-2.5-5",181
"4551","1981M07","Compound 27-2.5-5",182
"4552","1981M08","Compound 27-2.5-5",184
"4553","1981M09","Compound 27-2.5-5",186
"4554","1981M10","Compound 27-2.5-5",187
"4555","1981M11","Compound 27-2.5-5",188
"4556","1981M12","Compound 27-2.5-5",188
"4557","1982M01","Compound 27-2.5-5",191
"4558","1982M02","Compound 27-2.5-5",194
"4559","1982M03","Compound 27-2.5-5",197
"4560","1982M04","Compound 27-2.5-5",197
"4561","1982M05","Compound 27-2.5-5",198
"4562","1982M06","Compound 27-2.5-5",197
"4563","1982M07","Compound 27-2.5-5",197
"4564","1982M08","Compound 27-2.5-5",196
"4565","1982M09","Compound 27-2.5-5",196
"4566","1982M10","Compound 27-2.5-5",195
"4567","1982M11","Compound 27-2.5-5",195
"4568","1982M12","Compound 27-2.5-5",194
"4569","1983M01","Compound 27-2.5-5",194
"4570","1983M02","Compound 27-2.5-5",194
"4571","1983M03","Compound 27-2.5-5",195
"4572","1983M04","Compound 27-2.5-5",196
"4573","1983M05","Compound 27-2.5-5",197
"4574","1983M06","Compound 27-2.5-5",197
"4575","1983M07","Compound 27-2.5-5",196
"4576","1983M08","Compound 27-2.5-5",196
"4577","1983M09","Compound 27-2.5-5",198
"4578","1983M10","Compound 27-2.5-5",196
"4579","1983M11","Compound 27-2.5-5",199
"4580","1983M12","Compound 27-2.5-5",203
"4581","1984M01","Compound 27-2.5-5",207
"4582","1984M02","Compound 27-2.5-5",213
"4583","1984M03","Compound 27-2.5-5",215
"4584","1984M04","Compound 27-2.5-5",219
"4585","1984M05","Compound 27-2.5-5",219
"4586","1984M06","Compound 27-2.5-5",220
"4587","1984M07","Compound 27-2.5-5",221
"4588","1984M08","Compound 27-2.5-5",221
"4589","1984M09","Compound 27-2.5-5",221
"4590","1984M10","Compound 27-2.5-5",222
"4591","1984M11","Compound 27-2.5-5",223
"4592","1984M12","Compound 27-2.5-5",223
"4593","1985M01","Compound 27-2.5-5",225
"4594","1985M02","Compound 27-2.5-5",226
"4595","1985M03","Compound 27-2.5-5",230
"4596","1985M04","Compound 27-2.5-5",230
"4597","1985M05","Compound 27-2.5-5",228
"4598","1985M06","Compound 27-2.5-5",228
"4599","1985M07","Compound 27-2.5-5",228
"4600","1985M08","Compound 27-2.5-5",228
"4601","1985M09","Compound 27-2.5-5",227
"4602","1985M10","Compound 27-2.5-5",225
"4603","1985M11","Compound 27-2.5-5",223
"4604","1985M12","Compound 27-2.5-5",222
"4605","1986M01","Compound 27-2.5-5",222
"4606","1986M02","Compound 27-2.5-5",221
"4607","1986M03","Compound 27-2.5-5",220
"4608","1986M04","Compound 27-2.5-5",219
"4609","1986M05","Compound 27-2.5-5",216
"4610","1986M06","Compound 27-2.5-5",209
"4611","1986M07","Compound 27-2.5-5",203
"4612","1986M08","Compound 27-2.5-5",199
"4613","1986M09","Compound 27-2.5-5",195
"4614","1986M10","Compound 27-2.5-5",191
"4615","1986M11","Compound 27-2.5-5",182
"4616","1986M12","Compound 27-2.5-5",175
"4617","1987M01","Compound 27-2.5-5",166
"4618","1987M02","Compound 27-2.5-5",163
"4619","1987M03","Compound 27-2.5-5",165
"4620","1987M04","Compound 27-2.5-5",164
"4621","1987M05","Compound 27-2.5-5",164
"4622","1987M06","Compound 27-2.5-5",162
"4623","1987M07","Compound 27-2.5-5",160
"4624","1987M08","Compound 27-2.5-5",160
"4625","1987M09","Compound 27-2.5-5",163
"4626","1987M10","Compound 27-2.5-5",164
"4627","1987M11","Compound 27-2.5-5",169
"4628","1987M12","Compound 27-2.5-5",169
"4629","1988M01","Compound 27-2.5-5",174
"4630","1988M02","Compound 27-2.5-5",173
"4631","1988M03","Compound 27-2.5-5",173
"4632","1988M04","Compound 27-2.5-5",173
"4633","1988M05","Compound 27-2.5-5",171
"4634","1988M06","Compound 27-2.5-5",168
"4635","1988M07","Compound 27-2.5-5",166
"4636","1988M08","Compound 27-2.5-5",165
"4637","1988M09","Compound 27-2.5-5",167
"4638","1988M10","Compound 27-2.5-5",167
"4639","1988M11","Compound 27-2.5-5",179
"4640","1988M12","Compound 27-2.5-5",182
"4641","1989M01","Compound 27-2.5-5",185
"4642","1989M02","Compound 27-2.5-5",188
"4643","1989M03","Compound 27-2.5-5",188
"4644","1989M04","Compound 27-2.5-5",188
"4645","1989M05","Compound 27-2.5-5",187
"4646","1989M06","Compound 27-2.5-5",186
"4647","1989M07","Compound 27-2.5-5",186
"4648","1989M08","Compound 27-2.5-5",186
"4649","1989M09","Compound 27-2.5-5",186
"4650","1989M10","Compound 27-2.5-5",186
"4651","1989M11","Compound 27-2.5-5",186
"4652","1989M12","Compound 27-2.5-5",187
"4653","1990M01","Compound 27-2.5-5",187
"4654","1990M02","Compound 27-2.5-5",187
"4655","1990M03","Compound 27-2.5-5",186
"4656","1990M04","Compound 27-2.5-5",187
"4657","1990M05","Compound 27-2.5-5",187
"4658","1990M06","Compound 27-2.5-5",186
"4659","1990M07","Compound 27-2.5-5",185
"4660","1990M08","Compound 27-2.5-5",185
"4661","1990M09","Compound 27-2.5-5",184
"4662","1990M10","Compound 27-2.5-5",183
"4663","1990M11","Compound 27-2.5-5",184
"4664","1990M12","Compound 27-2.5-5",187
"4665","1991M01","Compound 27-2.5-5",194
"4666","1991M02","Compound 27-2.5-5",195
"4667","1991M03","Compound 27-2.5-5",198
"4668","1991M04","Compound 27-2.5-5",197
"4669","1991M05","Compound 27-2.5-5",196
"4670","1991M06","Compound 27-2.5-5",195
"4671","1991M07","Compound 27-2.5-5",193
"4672","1991M08","Compound 27-2.5-5",192
"4673","1991M09","Compound 27-2.5-5",191
"4674","1991M10","Compound 27-2.5-5",192
"4675","1991M11","Compound 27-2.5-5",192
"4676","1991M12","Compound 27-2.5-5",193
"4677","1992M01","Compound 27-2.5-5",192
"4678","1992M02","Compound 27-2.5-5",194
"4679","1992M03","Compound 27-2.5-5",194
"4680","1992M04","Compound 27-2.5-5",194
"4681","1992M05","Compound 27-2.5-5",192
"4682","1992M06","Compound 27-2.5-5",190
"4683","1992M07","Compound 27-2.5-5",188
"4684","1992M08","Compound 27-2.5-5",188
"4685","1992M09","Compound 27-2.5-5",188
"4686","1992M10","Compound 27-2.5-5",188
"4687","1992M11","Compound 27-2.5-5",189
"4688","1992M12","Compound 27-2.5-5",187
"4689","1993M01","Compound 27-2.5-5",187
"4690","1993M02","Compound 27-2.5-5",185
"4691","1993M03","Compound 27-2.5-5",184
"4692","1993M04","Compound 27-2.5-5",183
