"","Product","Month","value"
"1011","Hens eggs (10 dozen)","2004M01",6.39
"1012","Milk (per litre), actual butterfat","2004M02",0.272
"1013","Milk (per litre), 3.7% butterfat","2004M02",0.27
"1014","Hens eggs (10 dozen)","2004M02",6.39
"1015","Milk (per litre), actual butterfat","2004M03",0.269
"1016","Milk (per litre), 3.7% butterfat","2004M03",0.268
"1017","Hens eggs (10 dozen)","2004M03",6.39
"1018","Milk (per litre), actual butterfat","2004M04",0.265
"1019","Milk (per litre), 3.7% butterfat","2004M04",0.268
"1020","Hens eggs (10 dozen)","2004M04",6.39
"1021","Milk (per litre), actual butterfat","2004M05",0.267
"1022","Milk (per litre), 3.7% butterfat","2004M05",0.275
"1023","Hens eggs (10 dozen)","2004M05",6.39
"1024","Milk (per litre), actual butterfat","2004M06",0.267
"1025","Milk (per litre), 3.7% butterfat","2004M06",0.272
"1026","Hens eggs (10 dozen)","2004M06",6.46
"1027","Milk (per litre), actual butterfat","2004M07",0.27
"1028","Milk (per litre), 3.7% butterfat","2004M07",0.271
"1029","Hens eggs (10 dozen)","2004M07",6.38
"1030","Milk (per litre), actual butterfat","2004M08",0.276
"1031","Milk (per litre), 3.7% butterfat","2004M08",0.274
"1032","Hens eggs (10 dozen)","2004M08",6.32
"1033","Milk (per litre), actual butterfat","2004M09",0.293
"1034","Milk (per litre), 3.7% butterfat","2004M09",0.28
"1035","Hens eggs (10 dozen)","2004M09",6.32
"1036","Milk (per litre), actual butterfat","2004M10",0.304
"1037","Milk (per litre), 3.7% butterfat","2004M10",0.286
"1038","Hens eggs (10 dozen)","2004M10",6.32
"1039","Milk (per litre), actual butterfat","2004M11",0.306
"1040","Milk (per litre), 3.7% butterfat","2004M11",0.285
"1041","Hens eggs (10 dozen)","2004M11",6.32
"1042","Milk (per litre), actual butterfat","2004M12",0.293
"1043","Milk (per litre), 3.7% butterfat","2004M12",0.28
"1044","Hens eggs (10 dozen)","2004M12",6.32
"1045","Milk (per litre), actual butterfat","2005M01",0.287
"1046","Milk (per litre), 3.7% butterfat","2005M01",0.281
"1047","Hens eggs (10 dozen)","2005M01",6.32
"1048","Milk (per litre), actual butterfat","2005M02",0.281
"1049","Milk (per litre), 3.7% butterfat","2005M02",0.275
"1050","Hens eggs (10 dozen)","2005M02",6.32
"1051","Milk (per litre), actual butterfat","2005M03",0.271
"1052","Milk (per litre), 3.7% butterfat","2005M03",0.268
"1053","Hens eggs (10 dozen)","2005M03",6.32
"1054","Milk (per litre), actual butterfat","2005M04",0.267
"1055","Milk (per litre), 3.7% butterfat","2005M04",0.268
"1056","Hens eggs (10 dozen)","2005M04",6.12
"1057","Milk (per litre), actual butterfat","2005M05",0.265
"1058","Milk (per litre), 3.7% butterfat","2005M05",0.268
"1059","Hens eggs (10 dozen)","2005M05",6.14
"1060","Milk (per litre), actual butterfat","2005M06",0.262
"1061","Milk (per litre), 3.7% butterfat","2005M06",0.266
"1062","Hens eggs (10 dozen)","2005M06",6.3
"1063","Milk (per litre), actual butterfat","2005M07",0.262
"1064","Milk (per litre), 3.7% butterfat","2005M07",0.264
"1065","Hens eggs (10 dozen)","2005M07",6.27
"1066","Milk (per litre), actual butterfat","2005M08",0.269
"1067","Milk (per litre), 3.7% butterfat","2005M08",0.267
"1068","Hens eggs (10 dozen)","2005M08",6.25
"1069","Milk (per litre), actual butterfat","2005M09",0.286
"1070","Milk (per litre), 3.7% butterfat","2005M09",0.276
"1071","Hens eggs (10 dozen)","2005M09",6.25
"1072","Milk (per litre), actual butterfat","2005M10",0.298
"1073","Milk (per litre), 3.7% butterfat","2005M10",0.28
"1074","Hens eggs (10 dozen)","2005M10",6.19
"1075","Milk (per litre), actual butterfat","2005M11",0.297
"1076","Milk (per litre), 3.7% butterfat","2005M11",0.278
"1077","Hens eggs (10 dozen)","2005M11",6.22
"1078","Milk (per litre), actual butterfat","2005M12",0.289
"1079","Milk (per litre), 3.7% butterfat","2005M12",0.278
"1080","Hens eggs (10 dozen)","2005M12",6.16
"1081","Milk (per litre), actual butterfat","2006M01",0.273
"1082","Milk (per litre), 3.7% butterfat","2006M01",0.268
"1083","Hens eggs (10 dozen)","2006M01",6.18
"1084","Milk (per litre), actual butterfat","2006M02",0.27
"1085","Milk (per litre), 3.7% butterfat","2006M02",0.265
"1086","Hens eggs (10 dozen)","2006M02",6.18
"1087","Milk (per litre), actual butterfat","2006M03",0.262
"1088","Milk (per litre), 3.7% butterfat","2006M03",0.259
"1089","Hens eggs (10 dozen)","2006M03",6.18
"1090","Milk (per litre), actual butterfat","2006M04",0.257
"1091","Milk (per litre), 3.7% butterfat","2006M04",0.259
"1092","Hens eggs (10 dozen)","2006M04",6.18
"1093","Milk (per litre), actual butterfat","2006M05",0.257
"1094","Milk (per litre), 3.7% butterfat","2006M05",0.261
"1095","Hens eggs (10 dozen)","2006M05",6.18
"1096","Milk (per litre), actual butterfat","2006M06",0.251
"1097","Milk (per litre), 3.7% butterfat","2006M06",0.255
"1098","Hens eggs (10 dozen)","2006M06",6.18
"1099","Milk (per litre), actual butterfat","2006M07",0.247
"1100","Milk (per litre), 3.7% butterfat","2006M07",0.25
"1101","Hens eggs (10 dozen)","2006M07",6.18
"1102","Milk (per litre), actual butterfat","2006M08",0.254
"1103","Milk (per litre), 3.7% butterfat","2006M08",0.254
"1104","Hens eggs (10 dozen)","2006M08",6.19
"1105","Milk (per litre), actual butterfat","2006M09",0.269
"1106","Milk (per litre), 3.7% butterfat","2006M09",0.261
"1107","Hens eggs (10 dozen)","2006M09",6.18
"1108","Milk (per litre), actual butterfat","2006M10",0.281
"1109","Milk (per litre), 3.7% butterfat","2006M10",0.265
"1110","Hens eggs (10 dozen)","2006M10",6.18
"1111","Milk (per litre), actual butterfat","2006M11",0.285
"1112","Milk (per litre), 3.7% butterfat","2006M11",0.267
"1113","Hens eggs (10 dozen)","2006M11",6.3
"1114","Milk (per litre), actual butterfat","2006M12",0.274
"1115","Milk (per litre), 3.7% butterfat","2006M12",0.263
"1116","Hens eggs (10 dozen)","2006M12",6.43
"1117","Milk (per litre), actual butterfat","2007M01",0.266
"1118","Milk (per litre), 3.7% butterfat","2007M01",0.26
"1119","Hens eggs (10 dozen)","2007M01",6.43
"1120","Milk (per litre), actual butterfat","2007M02",0.259
"1121","Milk (per litre), 3.7% butterfat","2007M02",0.254
"1122","Hens eggs (10 dozen)","2007M02",6.7
"1123","Milk (per litre), actual butterfat","2007M03",0.25
"1124","Milk (per litre), 3.7% butterfat","2007M03",0.246
"1125","Hens eggs (10 dozen)","2007M03",6.7
"1126","Milk (per litre), actual butterfat","2007M04",0.272
"1127","Milk (per litre), 3.7% butterfat","2007M04",0.275
"1128","Hens eggs (10 dozen)","2007M04",6.7
"1129","Milk (per litre), actual butterfat","2007M05",0.291
"1130","Milk (per litre), 3.7% butterfat","2007M05",0.295
"1131","Hens eggs (10 dozen)","2007M05",6.7
"1132","Milk (per litre), actual butterfat","2007M06",0.318
"1133","Milk (per litre), 3.7% butterfat","2007M06",0.319
"1134","Hens eggs (10 dozen)","2007M06",6.77
"1135","Milk (per litre), actual butterfat","2007M07",0.336
"1136","Milk (per litre), 3.7% butterfat","2007M07",0.336
"1137","Hens eggs (10 dozen)","2007M07",6.77
"1138","Milk (per litre), actual butterfat","2007M08",0.375
"1139","Milk (per litre), 3.7% butterfat","2007M08",0.37
"1140","Hens eggs (10 dozen)","2007M08",7.53
"1141","Milk (per litre), actual butterfat","2007M09",0.412
"1142","Milk (per litre), 3.7% butterfat","2007M09",0.401
"1143","Hens eggs (10 dozen)","2007M09",8.12
"1144","Milk (per litre), actual butterfat","2007M10",0.434
"1145","Milk (per litre), 3.7% butterfat","2007M10",0.409
"1146","Hens eggs (10 dozen)","2007M10",8.12
"1147","Milk (per litre), actual butterfat","2007M11",0.446
"1148","Milk (per litre), 3.7% butterfat","2007M11",0.419
"1149","Hens eggs (10 dozen)","2007M11",8.12
"1150","Milk (per litre), actual butterfat","2007M12",0.419
"1151","Milk (per litre), 3.7% butterfat","2007M12",0.405
"1152","Hens eggs (10 dozen)","2007M12",8.12
"1153","Milk (per litre), actual butterfat","2008M01",0.399
"1154","Milk (per litre), 3.7% butterfat","2008M01",0.388
"1155","Hens eggs (10 dozen)","2008M01",8.12
"1156","Milk (per litre), actual butterfat","2008M02",0.395
"1157","Milk (per litre), 3.7% butterfat","2008M02",0.387
"1158","Hens eggs (10 dozen)","2008M02",8.22
"1159","Milk (per litre), actual butterfat","2008M03",0.386
"1160","Milk (per litre), 3.7% butterfat","2008M03",0.38
"1161","Hens eggs (10 dozen)","2008M03",8.22
"1162","Milk (per litre), actual butterfat","2008M04",0.345
"1163","Milk (per litre), 3.7% butterfat","2008M04",0.347
"1164","Hens eggs (10 dozen)","2008M04",8.22
"1165","Milk (per litre), actual butterfat","2008M05",0.331
"1166","Milk (per litre), 3.7% butterfat","2008M05",0.336
"1167","Hens eggs (10 dozen)","2008M05",8.22
"1168","Milk (per litre), actual butterfat","2008M06",0.319
"1169","Milk (per litre), 3.7% butterfat","2008M06",0.321
"1170","Hens eggs (10 dozen)","2008M06",8.22
"1171","Milk (per litre), actual butterfat","2008M07",0.326
"1172","Milk (per litre), 3.7% butterfat","2008M07",0.324
"1173","Hens eggs (10 dozen)","2008M07",8.22
"1174","Milk (per litre), actual butterfat","2008M08",0.324
"1175","Milk (per litre), 3.7% butterfat","2008M08",0.317
"1176","Hens eggs (10 dozen)","2008M08",8.22
"1177","Milk (per litre), actual butterfat","2008M09",0.324
"1178","Milk (per litre), 3.7% butterfat","2008M09",0.307
"1179","Hens eggs (10 dozen)","2008M09",8.15
"1180","Milk (per litre), actual butterfat","2008M10",0.33
"1181","Milk (per litre), 3.7% butterfat","2008M10",0.303
"1182","Hens eggs (10 dozen)","2008M10",7.95
"1183","Milk (per litre), actual butterfat","2008M11",0.321
"1184","Milk (per litre), 3.7% butterfat","2008M11",0.295
"1185","Hens eggs (10 dozen)","2008M11",7.75
"1186","Milk (per litre), actual butterfat","2008M12",0.307
"1187","Milk (per litre), 3.7% butterfat","2008M12",0.294
"1188","Hens eggs (10 dozen)","2008M12",7.35
"1189","Milk (per litre), actual butterfat","2009M01",0.271
"1190","Milk (per litre), 3.7% butterfat","2009M01",0.261
"1191","Hens eggs (10 dozen)","2009M01",7.35
"1192","Milk (per litre), actual butterfat","2009M02",0.258
"1193","Milk (per litre), 3.7% butterfat","2009M02",0.25
"1194","Hens eggs (10 dozen)","2009M02",7.35
"1195","Milk (per litre), actual butterfat","2009M03",0.218
"1196","Milk (per litre), 3.7% butterfat","2009M03",0.215
"1197","Hens eggs (10 dozen)","2009M03",7.38
"1198","Milk (per litre), actual butterfat","2009M04",0.218
"1199","Milk (per litre), 3.7% butterfat","2009M04",0.219
"1200","Hens eggs (10 dozen)","2009M04",7.38
"1201","Milk (per litre), actual butterfat","2009M05",0.216
"1202","Milk (per litre), 3.7% butterfat","2009M05",0.217
"1203","Hens eggs (10 dozen)","2009M05",7.11
"1204","Milk (per litre), actual butterfat","2009M06",0.212
"1205","Milk (per litre), 3.7% butterfat","2009M06",0.214
"1206","Hens eggs (10 dozen)","2009M06",7.11
"1207","Milk (per litre), actual butterfat","2009M07",0.214
"1208","Milk (per litre), 3.7% butterfat","2009M07",0.214
"1209","Hens eggs (10 dozen)","2009M07",7.11
"1210","Milk (per litre), actual butterfat","2009M08",0.221
"1211","Milk (per litre), 3.7% butterfat","2009M08",0.216
"1212","Hens eggs (10 dozen)","2009M08",7.11
"1213","Milk (per litre), actual butterfat","2009M09",0.249
"1214","Milk (per litre), 3.7% butterfat","2009M09",0.236
"1215","Hens eggs (10 dozen)","2009M09",6.91
"1216","Milk (per litre), actual butterfat","2009M10",0.273
"1217","Milk (per litre), 3.7% butterfat","2009M10",0.256
"1218","Hens eggs (10 dozen)","2009M10",6.91
"1219","Milk (per litre), actual butterfat","2009M11",0.279
"1220","Milk (per litre), 3.7% butterfat","2009M11",0.259
"1221","Hens eggs (10 dozen)","2009M11",7.11
"1222","Milk (per litre), actual butterfat","2009M12",0.268
"1223","Milk (per litre), 3.7% butterfat","2009M12",0.255
"1224","Hens eggs (10 dozen)","2009M12",6.89
"1225","Milk (per litre), actual butterfat","2010M01",0.268
"1226","Milk (per litre), 3.7% butterfat","2010M01",0.257
"1227","Hens eggs (10 dozen)","2010M01",6.89
"1228","Milk (per litre), actual butterfat","2010M02",0.265
"1229","Milk (per litre), 3.7% butterfat","2010M02",0.255
"1230","Hens eggs (10 dozen)","2010M02",6.84
"1231","Milk (per litre), actual butterfat","2010M03",0.263
"1232","Milk (per litre), 3.7% butterfat","2010M03",0.257
"1233","Hens eggs (10 dozen)","2010M03",6.84
"1234","Milk (per litre), actual butterfat","2010M04",0.271
"1235","Milk (per litre), 3.7% butterfat","2010M04",0.272
"1236","Hens eggs (10 dozen)","2010M04",6.84
"1237","Milk (per litre), actual butterfat","2010M05",0.297
"1238","Milk (per litre), 3.7% butterfat","2010M05",0.303
"1239","Hens eggs (10 dozen)","2010M05",6.84
"1240","Milk (per litre), actual butterfat","2010M06",0.3
"1241","Milk (per litre), 3.7% butterfat","2010M06",0.302
"1242","Hens eggs (10 dozen)","2010M06",6.79
"1243","Milk (per litre), actual butterfat","2010M07",0.303
"1244","Milk (per litre), 3.7% butterfat","2010M07",0.301
"1245","Hens eggs (10 dozen)","2010M07",6.79
"1246","Milk (per litre), actual butterfat","2010M08",0.31
"1247","Milk (per litre), 3.7% butterfat","2010M08",0.305
"1248","Hens eggs (10 dozen)","2010M08",6.79
"1249","Milk (per litre), actual butterfat","2010M09",0.329
"1250","Milk (per litre), 3.7% butterfat","2010M09",0.316
"1251","Hens eggs (10 dozen)","2010M09",6.79
"1252","Milk (per litre), actual butterfat","2010M10",0.345
"1253","Milk (per litre), 3.7% butterfat","2010M10",0.324
"1254","Hens eggs (10 dozen)","2010M10",6.79
"1255","Milk (per litre), actual butterfat","2010M11",0.349
"1256","Milk (per litre), 3.7% butterfat","2010M11",0.321
"1257","Hens eggs (10 dozen)","2010M11",6.98
"1258","Milk (per litre), actual butterfat","2010M12",0.337
"1259","Milk (per litre), 3.7% butterfat","2010M12",0.315
"1260","Hens eggs (10 dozen)","2010M12",7.25
